,textstring
index6.12.2,weme de nesze blod ciiij
index6.13.0, mund
index6.13.1,munt hefft vele sucke ciiij
index6.13.2,weme de munt stincket ciiij
index6.14.0, thenen
index6.14.1,thenen hebben vele sucke cv
index6.14.2,dat de thenen wyt werden cv
index6.14.3,weme de thenen sweren cv
index6.14.4,we groten schote hefft cv
index6.14.5,weme de thenen wagen cv
index6.15.0, hoste vordriuen
index6.15.1,hoste is mannigherhande cv
index6.15.2,hoste is mannigherhande. cv
index6.15.3,antlate
index6.15.4,antlate van boser varwe. cv
index6.16.0, drose vordriuen
index6.16.1,drosze schrofulen geheten cv
index6.17.0, gicht vordriuen
index6.17.1,weme de gicht wey deyt cvi
index6.17.2,wedder de gicht vnde vressem cvi
index6.17.3,wedder de kolden gycht cvi
index6.17.4,wedder de vallende sucke cvij
index6.18.0, sweren vordriuen. cvij
index6.18.1,sweren sint mannigerhande cvij
index6.19.0, fystola vordriuen
index6.19.1,fystola ys eyn hart swere cvij
index6.20.0, cancer vordriuen
index6.20.1,cancer swel is nicht so rod cvij
index6.21.0, schorff vordriuen
index6.21.1,schorff serycheyt vordriuen cviij
index6.22.0, steyn vordriuen
index6.22.1,steyn in den mynschen vor. cviij
index6.23.0, mylten sucke.
index6.23.1,mylte des mynschen hefft cviij
index6.24.0, lycham des mynschen. cviij
index6.24.1,lycham des mynschen cviij
index6.25.0, watersucht vordriuen
index6.25.1,we watersuchtich is. cix
index6.26.0, hoffganck stoppen
index6.26.1,hoffganck is eyn sucke cviij
index6.26.2,salue wedder de kolde pisse cix
index6.26.3,rod salue is gud cix
index6.26.4,swart salue to mackende cix
index6.26.5,salue tegen dat iuckent. cix
index6.26.6,salue de het basilicon cix
index6.26.7,salue to den seren henden. cx
index6.26.8,bladderen an deme lyue cx
index6.27.0, puluere
index6.27.1,puluer to der leueren cx
index6.28.0, herten wedage cx
index6.28.1,weme we is vmme dat herte cx
index6.28.2,weme yd geswullen is. cx
index6.28.3,weme dat herte beuet. cx
index6.28.4,wedder kranckheyt des herten cx
index6.28.5,wedder alle weydage des herten cx
index6.29.0, spigent vordriuen
index6.29.1,spiget de mynsche cx
index6.29.2,wede bloud spiget. cx
index6.30.0, stempne
index6.30.1,stempne macke gud cx
index6.31.0, blasen suke vordriuen
index6.31.1,blasen sucke we de hefft cx
index6.32.0, swuls vordriuen
index6.32.1,swuls vordrifftme alsus. cxi
index6.33.0, brand vordriuen
index6.33.1,brand van vure edder van cxi
index6.34.0, cancer vordriuen
index6.34.1,de cancro k peper o. lxij
index6.35.0, purgacien macken
index6.35.1,wultu eynen helpen cxi
index6.36.0, steyn vordriuen
index6.36.1,wedder den steyn cxi
index6.36.2,wedder de rure vnde bloud cxi
index6.37.0, watersucht vordriuen
index6.37.1,hijr na mercke van mannigerhan de eruaringe vnde warhefftighe pro berde stucke tegen dat water id si
index6.37.2,welkerleyge id sy
index6.37.3,water dat water dat blanck cxi
index7.0.0,hijr volget nu na dat register der vorgescreuen kruderen mit der ordeninge der bokstauen dar by men vinden mach van den suken dar de meyster der dogede der kruderen eruaren aff seggen to deme ersten van den bokstauen a an to heuen de alse van der suke amborsticheyt dat van den bokstaue a angeit dar vindestu bi stan dat wort alant dar bi vindestu ij. bokstaue stan alse p vnde v dat sulue wort alant soke vor in desseme boke dar de krude stan de van a angan wur du denne in deme suluen krude aland vorberot de bockstauen alse p vnde v vindest dar werstu denne seende wu dat krud to der sucke dene vnde wu me des ghebrucken mach.
index7.1.0, amborsticheyt. cxij
index7.1.1,amechticheyt vordriuen cxij
index7.1.2,angesichte edder antlate cxij
index7.1.3,athmen de swarliken at cxij
index7.1.4,anthonius wur vordri. cxij
index7.1.5,ars wedage vordriuen cxij
index7.1.6,antrax vordriuen cxij
index7.1.7,aderen wedage vordri cxij
index7.1.8,arme wedage vordri cxij
index7.1.9,arsbillen wedage vordri cxij
index7.1.10,buck wedage vordriuen cxij
index7.2.0, borst wedage cxiij
index7.2.1,brocken an deme lyue cxiij
index7.2.2,bladderen vordriuen cxiij
index7.2.3,bloutgnack vordriuen cxiij
index7.2.4,blout we dat schyt cxiij
index7.2.5,brant vordriuen cxiij
index7.2.6,wat ghebetten is cxiij
index7.2.7,blaszen kranckheyt cxiij
index7.2.8,breghen krancheit. cxiij
index7.2.9,bladderen vordriuen cxiij
index7.2.10,bruste swuls vordriuen cxiij
index7.2.11,beyne de sere synt cxiij
index7.3.0, colera vordriuen cxiij
index7.3.1,dauwen we des nicht kan. cxiij
index7.3.2,dampen vordriuen cxiij
index7.3.3,drosze vordriuen cxiiij
index7.3.4,druncken werden cxiiij
index7.3.5,drunckenheyt vordriuen cxiiij
index7.3.6,drome vordriuen cxiiij
index7.3.7,derffsucht vordriuen cxiiij
index7.3.8,dranck de synen smack edder rocke vorloren hefft cxiiij
index7.3.9,dee sucke vordriuen cxiiij
index7.3.10,eten we des nicht en mach cxiiij
index7.3.11,etick macken van bere cxiiij
index7.3.12,elpenbeen wyt macken cxiiij
index7.3.13,fistelen vordriuen cxiiij
index7.3.14,flecma vordriuen. cxiiij
index7.3.15,febres vordriuen cxiiij
index7.3.16,gycht vordriuen cxiiij
index7.3.17,ghele sucke vordriuen cxiiij
index7.3.18,gysschen vordriuen cxiiij
index7.3.19,houet kranckheyt vordriuen. cxiiij
index7.3.20,hosten vordriuen cxiiij
index7.3.21,hoffganck vordriuen cxiiij
index7.3.22,herte kranckheyt vordriuen cxv
index7.3.23,hitte vordriuen edder maken cxv
index7.3.24,hundesbete vordriuen cxv
index7.3.25,har macken wassen cxv
index7.3.26,har de graw syn swart cxv
index7.3.27,hand sucke vordriuen cxv
index7.3.28,harworm vordriuen cxv
index7.3.29,hillige vur vordriuen cxv
index7.3.30,husz dat dar nen vorgifft cxv
index7.3.31,hunde to dodende cxv
index7.3.32,heuemoder vordriuen cxv
index7.3.33,iucken vordriuen cxv
index7.3.34,ingeweyde wedage cxv
index7.3.35,iunck to werdende cxv
index7.3.36,ilen vth deme lyue vordriuen cxv
index7.3.37,immen beholden vnde dat se nicht enslecken cxv
index7.3.38,krampen sucke vordriuen cxv
index7.3.39,kreuet to dodende cxv
index7.3.40,leueren kranckheyt vordriuen cxv
index7.3.41,lenden sucke vordriuen cxv
index7.3.42,lungen kranckheyt vor driuen cxv
index7.3.43,luse vordriuen cxvj
index7.3.44,lickdorne vordriuen cxvj
index7.3.45,magen kranckheyt cxvj
index7.3.46,milte kranckheyt cxvj
index7.3.47,mund kranckheyt cxvj
index7.3.48,mechte kranckheyt cxvj
index7.3.49,melck to ockende den ammen cxvj
index7.3.50,mager we dat is vnde cxvj
index7.3.51,modicheyt vordriuen cxvj
index7.3.52,melancolien vordriuen cxvj
index7.3.53,mutten vordriuen cxvj
index7.3.54,mare wen de ryd cxvj
index7.3.55,muse doden edder vordri. cxvj
index7.3.56,muse mutten melden vor. cxvj
index7.3.57,muggen dat se eynen cxvi
index7.4.0, nesze
index7.4.1,nesze sericheyt vordri. cxvj
index7.4.2,nete vordriuen cxvij
index7.4.3,nature starcken cxvij
index7.4.4,ogen weydagen vor. cxvij
index7.4.5,oren sericheit vordriuen cxvij
index7.4.6,opium wu me dat maken cxvij
index7.4.7,pyssen to reyschen cxvij
index7.4.8,podager vordriuen. cxvij
index7.4.9,purgacien to mackende cxvij
index7.4.10,pestilencien vordriuen cxvij
index7.4.11,polluciones vordriuen cxvij
index7.4.12,packdarme to heylende. cxvij
index7.4.13,qualster vordriuen. cxvij
index7.4.14,rocke gud to mackende cxvij
index7.4.15,ramme wen de thut cxvij
index7.4.16,rugge aderen sucke to cxvij
index7.4.17,ratten vordriuen cxvij
index7.4.18,rybben wedage vordri cxvij
index7.4.19,roszen sucker to mackende cxvij
index7.4.20,roszen vrisch to beholdende cxvij
index7.4.21,rode roszen wyt to macken cxvij
index7.4.22,wytte roszen rod to maken cxvij
index7.4.23,sweren vordriuen. cxvij
index7.4.24,swuls vordriuen cxvij
index7.4.25,swel vordriuen cxvij
index7.4.26,schorff vordriuen. cxviij
index7.4.27,spolworme vordriuen. cxviij
index7.4.28,steyn to brekende cxviij
index7.4.29,slagen edder ghestot cxviij
index7.4.30,spigen macken vnde vor cxviij
index7.4.31,stempne clar macken. cxviij
index7.4.32,slap macken vnde vordri cxviij
index7.4.33,stanck vnder den armen vor cxviij
index7.4.34,swyne de douendich werden cxviij
index7.4.35,syden wedage vordriuen cxviij
index7.4.36,swynne we de vorloset cxviij
index7.4.37,swymel vordriuen cxviij
index7.4.38,stroten wedage vordri cxviij
index7.4.39,schyten myt nod cxviij
index7.4.40,swerten werden. cxviij
index7.4.41,slangen doden cxviij
index7.4.42,scho de eynen gewrungen. cxviij
index7.4.43,schulderen wedage cxviij
index7.4.44,seygen wan me dat don cxviij
index7.4.45,sucht vordriuen cxviij
index7.4.46,husz kold to macken. cxviij
index7.4.47,schucken vordriuen cxviij
index7.4.48,swynde sucke vordriuen cxviij
index7.4.49,swar gemote vordriuen cxviij
index7.4.50,slangen an to gripen. cxviij
index7.4.51,schaffworme doden cxviij
index7.4.52,schymmicheyt des houedes cxviij
index7.4.53,steruen wur den aff kricht cxviij
index7.4.54,beswogen vordriuen cxviij
index7.4.55,spijse dat se wol smecke cxviij
index7.4.56,thenen vleysch wedage cxviij
index7.4.57,touerige vordriuen. cxix
index7.4.58,tungen sucke vordriuen cxix
index7.4.59,tytte geswullen vordri cxix
index7.4.60,tytte dat se luttick bliuen cxix
index7.4.61,tornicheyt to vordriuende cxix
index7.4.62,uorgifftige worme vordriuen cxix
index7.4.63,wunden to helende. cxix
index7.4.64,watersucht vordriuen. cxix
index7.4.65,uallende sucke vordriuen cxix
index7.4.66,ulecken vordriuen cxix
index7.4.67,uout sucke vordriuen cxix
index7.4.68,unkuscheyt vordriuen cxix
index7.4.69,unkuscheyt to mackende cxix
index7.4.70,uthsettescheyt vordriuen cxix
index7.4.71,uur dat bose is wur cxix
index7.4.72,uarwe schone macken cxix
index7.4.73,uue weme de nedder. cxix
index7.4.74,ulegen to doden cxix
index7.4.75,uruwen vruchtbar maken. cxix
index7.4.76,uruwen dat se vnvrucht. cxix
index7.4.77,worme vordriuen cxix
index7.4.78,uote weme de vroren synt cxix
index7.4.79,uote wan se geswullen sint cxix
index7.4.80,uullicheyt to vordriuen. cxx
index7.4.81,uunde myt vorgifftigen cxx
index7.4.82,uruwen den de lust vorgan. cxx
index7.4.83,uth to teynde bose vuchte cxx
index7.4.84,uleysch dat to stot is. cxx
index7.4.85,unllust vordriuen cxx
index7.4.86,wangen geswullen. cxx
index7.4.87,wyt wasz to maken cxx
index7.4.88,uersen de vnuerdich syn cxx
index7.4.89,wyn de vorlegen ys. cxx
index7.4.90,uygende ouer to wynnen cxx
index7.4.91,urost vordriuen cxx
index7.4.92,urolick werden cxx
index7.4.93,water vth dem wyne to teynde. cxx
index7.4.94,ulecht aff to bringen. cxx
index7.4.95,uyckbulen vordriuen cxx
index7.4.96,uul uleysch vth wunden cxx
index7.4.97,uynnen vordriuen cxx
index7.4.98,uleysch to bewarende cxx
index7.4.99,uleysch to bewarende cxx
index7.4.100,uleysch weyck to macken cxx
index7.4.101,wyn etick to macken cxx
index7.4.102,unsynnicheyt vordriuen. cxx
index7.4.103,wullen kleder reyne maken cxx
index7.4.104,walget weme vor der spise. cxx
index7.4.105,weme vorgeuen is cxx
index7.4.106,uysche doden cxx
index7.4.107,uyck we den hefft cxx
index7.4.108,senen wedage vordriuen. cxx
index7.4.109,swempe to helende cxx
index7.4.110,synne to starckende. cxx
index7.4.111,sufftent vordriuen. cxx
index8.0,hyr volget nu na dat register der artzedige van vruweliker kranck heyt de mannichualt ys.
index8.1,wyues tyd edder blomen ocken. cxx
index8.2,wyff to suuerende van orer suke cxx
index8.3,wyues blomen to bestoppende. cxx
index8.4,wyff dat in arbeyde is cxx
index8.5,wyff dat ein dot kint drecht cxx
index8.6,wyues kranckheyt in der matricen cxx
index8.7,wyff den de ander hort nicht cxx
index8.8,wyff dat seyck is an der bord cxx
index8.9,wyff dat eynen groten buck hefft. cxx
index8.10,wyff dat preckelinge hefft. cxx
index8.11,wyff to reynegen in de kindel. cxx
index8.12,wyff dat ore blomen enberen wil cxx
index8.13,wyues moder de hart is cxx
index8.14,wyue de vnordelicke vlecken cxx
index8.15,wyff dat in der tyd nicht gesunt cxx
index8.16,wyff der de moder geswullen is. cxx
index8.17,wyff wat krud se brucken schal. cxx
index8.18,wyff wat se vor krud myden schal cxx
1.0,
1.1,appel sap lat wol gheren in eyneme holten vate in deme mane octobri. dat ys de ap pelwyn. de ys gud in velen artzedigen. he sterket des mynschen nature.  ock in deme sommer ghedruncken vordryfft he de hitte des mynschen. auer he maket vele inblasinge des bukes. secht palladius vnde dyascorides.
1.2,appele de in deme munde tengeren alze krude worgelick vnde runsich in deme munde sint. de sint kolder vnde droger wen ander appel vnde lancksemer vordouwelick. wen sze stopen den magen ichteswat. sunder se ster ken den magen. ock sint se gudt tho den wunden alze de andere sommer appele de worgel mer hebben. secht ysaac in dietibus. ghebraden stercken se dat herte.
1.3,appel de eticksur sint de sint myn droger vnde bequeme licker nature. den stercken kolre krencken se. we vele spiget edder sick brecket dat. gel. grone. kolre ysz vorkorten se. den dorst sachten se. dat kolde seke herte sterken se ock lust thoetende ocken se. gude buckspise wekinge maken se efft men se nuchteren nuttet. wan des magen munt de bestopet ys loset se.  ghesoden bonen water ock nuchteren ghenuttet secht ock ysa ac den magen weken se
1.4,appele de wol thomate sote sint de schadet nicht deme kolden magen se bestoppen nicht edder weken ock nicht althosere den magen. wente se sint middelmetich kolt. auer appele dede re cht gantz sote sint de maken vele opblasingen in deme magen des mynschen. secht ock ysaac.
1.5,appele de dat middel alze sur vnde sote hebben in oreme smacke de sint wol thomate nutte iegen den dorst. iegen den kolre iegen des herten zude de van kol re ys. secht ysaac.
1.6,appele de watergen smecken de maken walgeringe ock geuen se nicht krafft den magen. noch der natur. ock enweken se noch enstoppen se den magen. sech ock de meyster ysaac.
1.7,appele dede sommer appele he ten vnde hebben watergen smack edder suten scharpen smack effte ouersoten smack de sint vngesunt. wente se ocken den qualster vnde de hytte der gallen vnde sint boze den aderen. ok den senen.
1.8,appele de ock sommer appele heten de enluttick worgelinge vnde runselinge in deme munde maken vnde nicht drade voruulen sunderen de wol waren in deme winter de sind gudt seken luden. ock in heyte aschen gheraket vnde wol ghebraden vnde warm ghegeten auent edder morgen sint se gud deme vele walgert vnde eynen bosen magen hefft. de suluen ap pele ghestot vnde in eyne versche wunde ghelecht tuth se thohope ock myt watere vnde myt olde me smere ghesoden vordryfft den swuls. c unde de swarticheyt de van swillinge is secht dyascorides appele dede etich sur synt also sul ues synt to den wunden gud secht appele dede  diascorides.
1.9,holtke heyten edder sureke heyten de synt gud den seyken lun gen vnde leueren. ok den de blot vt hosten. ok den vele walgert vnde spiget.  ok iegen den hofgank ro edder gebraden yo na etende vnde nicht nochteren gegetten. dusse sul uen appele gemaket alse van den queden screuen steyt in der suluen wyse to den suluen stucken synt se nutte ok eyn sirop dar van gemaket is also gud van queden secht dyascorides vnde platearius.
1.10,appele dede gans sote synt de de maken vele windes in de me buke  appele dede ichteswat vnsmakhefftich synt. edder ane rechten guden smack de synt gud na etene ro edder gesoden beter den de vele hitte hebben.  ock den. de dat hete feuer hebben  ok den. de vth eyner suke wandelt synt. ok den de ore spyse van des magen kolde nicht wol vordauwen kunt. in al len dussen saken make de appele al dus.  snyd de appele mydden vp vnde make se hol vnde nym de kerne vt vnde do in dat hol puluer van muschaten blomen van komen vnde van eyn weynich pepers ok kan nel lyke vele ichteswelke segghen van negelken vnde kome puluere lyke vele vnde also ghebraden na der anderen spyse ghenuttet. hec platearius.
1.11,appele dede wol rucken edder guden naturliken rocke hebben. inne deech van gersten mele vnde myd mede gemacket wol be wunden vnde also in eynem ouen ge braden vnde dar aff auent vnde mor gen gegetten starket dat herte. un de maket gude lust to etende de spyse secht auicenna.
1.12,appele van allexandrien. soyke dodesword coloquintida.
2.1,aheyle ys morsus galline rod houesweruele. edder rod sunnenweruele ulig word. weme syne tone in den vo ten tokleuen van swete de to gro se se vnde binde se dar vp dat heylet drade.  aheyle myd half watere vnde halff etike gesoden dar mede in deme bade de hut geriuet vnde waschen vordrift den iucken vnde der hut rudicheyt.
2.2,atrament edder dolith dat de stolscriuer to deme blacke don dat droget allen vuchten schorff ok in den seren benen wol ghepul uert dar vp gestrauwet. weme de slangen in deme buke synt de sede atrament in wyne vnde drinke dat warmelich vnde nicht heyt vnde holde den munt opene szo komen se althohant bauen edder nedden vth. vnde wan se vte synt so schal he drincken water dar pippellen wortelen vnde grote nettelen wor telen myd honnige inne soden syn anders szo is dat atrament der lun ghen schedelik also secht auicenna secundo canone.
