,textstring
179,ie croy quil nous forge icy quelque langaige diabolicque et quil nous cherme comme enchanteur.
180,a quoy dist ung de ses gens.
181,seigneur sans nulle doubte ce gallant veult contrefaire la langue des parisiens : mais il ne faict que escorcher le latin et cuyde ainsi pindariser et luy semble bien quil est quelque grand orateur en françoys par ce quil dedaigne lusance commun de parler.
182,a quoy dist pantagruel.
183,est il vray.
184,leschollier respondit.
185,seigneur mon genie nest point apte nate a ce que dit ce flagitiose nebulon pour escorier la cuticule de nostre vernacule gallicque mais vicecersement ie gnave opere et par veles et rames ie me enite de le locupleter de la redundance latinicome.
186,par dieu dist pantagruel ie vous apprendray a parler.
187,mais devant responds moy dont es tu.
188,a quoy dist leschollier.
189,lorigine primeve de mes aves et ataves fut indigene des regions lemovicques ou requiesce le corpore de lagiotate sainct martial.
190,ientends bien dist pantagruel.
191,tu es lymousin pour tout potaige.
192,et tu veulx icy contrefaire le parisien.
193,or viens ça que ie te donne ung tour de peigne.
194,lors le print a la gorge luy disant.
195,tu escorches le latin par sainct iehan ie te feray escorcher le renard : car ie te escorcheray tout vif.
196,lors commenca le pauvre lymousin a dire.
197,vee dicou gentilastre.
198,ho sainct marsault adiouda mi hau hau laissas aquau au nom de dious et ne me touquas grou.
199,a quoy dist pantagruel.
200,a ceste heure parles tu naturellement et ainsi le laissa : car le pauvre lymousin se conchyoit toutes ses chausses qui estoient faictes a queheue de merluz non a plain fons : dont dist pantagruel.
201,sainct alipentin corne my de bas quelle cyvette.
202,au diable soit le mascherabe tant il put.
203,et ainsi le laissa mais ce luy fut ung remord toute sa vie et tant fut altere quil disoit souvent que pantagruel le tenoit a la gorge.
204,et apres quelques annees mourut de la mort roland ce faisant la vengeance divine et nous demonstrant ce que dit le philosophe et aulus gellius quil nous convient parler selon le langaige usite.
205,et comme disoit cesar quil faut eviter les motz absurdes en pareille diligence que les patrons de navires evitent les rochiers de la mer.
206,comment pantagruel vint a paris.
207,apres que pantagruel eut fort bien estudie a orleans il se delibera de visiter la grande universite de paris mais devant que partir il fut adverty quil y avoit une grosse et enorme cloche a sainct aignan dudict orleans qui estoit en terre pres de troys cens ans y avoit : car elle estoit si grosse que par nul engin lon ne la pouvoit mettre seulement hors de terre combien que lon y eut applicque tous les moyens que mettent vitruvius de architecture albertus de re edificatoria euclides theon archimenides et hiero.
208,de ingeniis car tout ny servit de rien.
209,dont voulentiers encline a lhumble requeste des citoyens et habitans de ladicte ville : delibera de la porter au clochier a ce destine.
210,et de faict sen vint au lieu ou elle estoit et la leva de terre avecques le petit doigt aussi facillement que feriez une sonnette desparvier.
211,et devant que la porter au clochier voulut en donner une aubade par la ville et la faire sonner par toutes les rues en la portant en sa main.
212,dont tout le monde se resiouyst fort mais il en advint ung inconvenient bien grand : car en la portant ainsi et la faisant sonner par les rues tout le bon vin dorleans poulsa et se gasta.
213,de quoy le monde ne se advisa point que la nuyt ensuyvant : car ung chascun se sentit tant altere davoir beu de ces vins poulsez quils ne faisoient que cracher aussi blanc comme cotton disant nous avons du pantagruel et avons les gorges sallees.
214,ce faict vint a paris avecques ses gens.
215,et a son entree tout le monde sortit hors pour le veoir comme vous scavez bien que le peuple de paris est sot par nature : et le regardoient en grand esbahyssement et non sans grande peur quil nemportast le palais ailleurs en quelque pays a remotis comme son pere avoit emporte les campanes de nostre dame pour attacher au col de sa iument.
216,et apres quelque espace de temps quil y eut demoure et fort bien estudie en tous les sept ars liberaulx il disoit que cestoit une bonne ville pour vivre mais non pas pour mourir : car les guenaulx de sainct innocent se chauffoient le cul des ossemens des mors.
217,et trouva la librairie de sainct victor fort magnifique mesmement daulcuns livres quil y trouva comme bigua salutis bragueta iuris pantoufla decretorum malogranatum viciorum le peloton de theologie le vistempenard des prescheurs composr par pepin la couillebarine des preux les hanebanes des evesques marmoretus de babouynis et cingis cum commento dorbellis decretum universitatis parisientis super gorgiasitate muliercularum ad placitum lapparition de saincte gertrude a une nonain de poissy estant en mal denfant ars honeste petandi in societate per m.
218,ortuinum le moustardier de penitence les houseaulx alias les bottes de patience formicarium artium le cabatz des notaires le pacquet de mariage le creziou de contemplation les faribolles de droict laguillon de vin lesperon de fromaige decrotatorium scholarium tartarerus de modo cacandi bricot de differentiis soupparum le culot de discipline la savate de humilite le tripiez de bon pensement le chaudron de magnanimite les hanicrochemens des confesseurs les lunettes des romipetes maioris de modio faciendi boudinos la cornemuse des prelatz beda de optimitate tripatum le maschefain des advbocatz le ravasseux des cas conscience sutoris adversus quendam qui vocaverat eum friponnatorem et quod fripponatores non sunt damnati ab ecclesia cacatorium medicorum le ramonneur dastrologie le tyrepet des apotycaires le baisecul de chirurgie antidotarium anime.
219,m.
220,coccaius de patria diabolorum dont les aulcuns sont ia imprimez et les aultres lon imprime de present en ceste noble ville de tubinge.
221,comment pantagruel estant à paris receupt lettres de son pere gargantua et la copie dicelles.
222,pantagruel estudioit fort bien comme assez entendez et proffitoit de mesmes : car il avoit lentendement a double rebratz et capacite de memoire a la mesure de douze oyres et botez dolif.
223,et comme il estoit ainsi la demourant receupt ung iour lettres de son pere en la maniere que sensuyt.
224,treschier fils entre les dons graces et prerogatives desquelles le souverain plasmateur dieu tout puissant a endouayre et aorne lhumaine nature a son commencement celle me semble singuliere et excellente par laquelle elle peult en estat mortel acquerir une espece dimmortalite et en decours de vie transitoire perpetuer son nom et sa semence.
225,ce que est faict par lignee yssue de nous en mariage legitime.
226,dont nous est aulcunement instaure ce qui nous a este tollu par le peche de nos premiers parens esquels fut dit que par ce quils navoient este obediens au commandement de dieu le createur quils mourroient : et par mort seroit reduict a neant ceste tant magnificque plasmature en laquelle avoit este lhomme cree.
227,mais par ce moyen de propagation seminale demeure es enfans ce que estoit de perdu es parens et es nepveux ce que deperissoit es enfans et ainsi successivement iusques a lheure du iugement final quant iesuchrist aura rendu a dieu son pere son royaulme pacificque hors tout dangier et contamination de peche : car alors cesseront toutes generations et corruptions et seront les elemens hors de leurs transmutations continues veu que la paix desiree sera consommee et que toutes choses seront reduictes a leur fin et periode.
228,doncques non sans iuste et equitable cause ie rends graces a dieu mon conservateur de ce quil ma donne povoir veoir mon antiquite chanue refleurir en ta ieunesse : car quand par le plaisir de celluy qui tout regist et modere mon ame laissera ceste habitation humaine ie ne me reputeray point totalement mourir : mais plus tost transmigrer dung lieu en aultre attendu que en toy et par toy ie demeure en mon ymage visible en ce monde vivant voyant et conversant entre gens de honneur et mes amys comme ie souloys laquelle mienne conversation a este moyennant layde et grace divine non sans peche ie le confesse : car nous pechons tous et continuellement requerons a dieu quil efface nos pechez mais sans reprouche.
229,parquoy ainsi comme en toy demeure lymage de mon corps si pareillement ne reluysoient les meurs de lame lon ne te iugeroit pas estre garde et thresor de limmortalite de nostre nom et le plaisir que prendroys ce voyant seroit petit : consyderant que la moindre partie de moy qui est le corps demeureroit : et que la meilleure qui est lame : et par laquelle demeure nostre nom en benediction entre les hommes seroit degenerante et abastardie.
230,ce que ie ne dys pas par defiance que ie aye de ta vertu laquelle ma este ia par icy devant esprouvee mais pour plus fort tencourager a proffiter de bien en mieulx.
231,laquelle entreprinse parfaire et consommer il te peult assez souvenir comment ie nay riens espargne : mais ainsi ty ay ie secouru comme si ie neusse aultre thresor en ce monde que de te veoir une foys en ma vie absolu et parfaict tant en vertuz honnestete et preudhommie comme en tout scavoir liberal et honneste et tel te laisser apres ma mort comme ung mirouer representant la personne de moy ton pere et sinon tant excellent et tel de faict comme ie te souhaite certes bien tel en desir.
232,mais encores que mon feu pere de bonne memoire grandgousier eust adonne tout son estude a ce que ie proffitasse en toute perfection et scavoir politicque et que mon labeur et estude correspondit tresbien voire encores oultrepassast son desir toutesfois comme tu peulx bien entendre le temps nestoit tant ydoine ny commode es lettres comme il est de present et navoys pas copie de tels precepteurs comme tu as eu.
233,le temps estoit encores tenebreux et sentent linfelicite et calamite des goths qui avoient mis a destruction toute bonne literature.
234,mais par la bonte divine la lumiere et dignite a este de mon aage rendue es lettres et y voy tel amendement que de present a difficulte seroys ie receu en la premiere classe des petitz grimaulx moy qui en mon aage virile estoys non a tord repute le plus scavant dudict siecle ce que ie ne dys pas par iactance vaine encores que bien ie puisse et louablement faire en tescrivant comme tu as lautoricte de marc tulle en son livre de vieillesse et la sentence de plutarche au livre intitule comment on se peult louer sans envie : mais pour te donner affection de plus hault tendre.
