folio,side,par,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
105,v,7,"P2,cc,c,8,9,P2,a,m","x,N,o,x","c,N,c,c,o,x","8,a,m","o,M,o","o,M,a,Z","o,N,a,m","a,x,cc,c,c,9","P2,a,Z,a,8,a,Q","a,x,N,c,c,9"
105,v,8,"o,M,a,m","a,n,x","o,8,o,Z","a,x","a,Z","o,c,o,a,Z","o,M,a,n,x,o,8,9","N,a,x,N,a,i,Z","o,M,c,c,8,9","8,a,m"
105,v,9,"8,a,m","o,M,a,Z","o,N,cc,8","a,n,8,9","o,M,a,m","a,m","8,o,x","a,n,cc,9","9,cc,M,a,n,2","2,9"
105,v,10,"o,N,c^c,c,9","a,n","o,a,n,Z","cc,c,o,8,9","a,i,x,8,9","a,Z","o,N,a,m","c^c,c,c,c,9","M,cc,8,9","o,N,o,x"
106,r,1,"cc,c,o,2","o,Z","9,M,cc,8,9","x,N,cc,c,8,9","x,cc,c,8,9","8,c^c,c,2","Z,o,8","4,o,M,a,Z","cc,c,8,9","cc,c,8,9"
106,r,2,"cc,c,c,c,2","4,o,N,o,Z","c^c,c,o,x","4,o,N,a,Q","9,cc,c,8,9","4,o,m","o,x,cc,c,8","4,o,N,9","4,o,N,c,o,x","o,x,cc,c,8,9"
106,r,3,"4,o,N,a,Z","4,o,cc,c,o","x,cc,c,8,9","cc,o,c,P2,c,o,x","4,o,N,a,n","cc,o,x","9,cc,o,Z","o,N,c,c,8,a,i,Q","8,a,i,Z","4,o,M,c,c,8,9"
106,r,4,"cc,c,8,9",8,"4,o,N,c,c,o","o,x,N,c,c,9","x,cc,c,c,8,9","o,N,c,c,9","x,cc,Q","o,N,c,c,9","a,m","o,N,c,c,c,2"
106,r,5,"o,N,c,o,Z","cc,c,8,9","o,M,a,x","o,M,a,i,2","8,o,x,cc,c,8,9","o,x,cc,c,c,9","o,N,a,m","9,cc,o,x","8,a,m,o,P2,a,x","a,m"
106,r,6,"cc,o,8,o,Z","a,m","o,Z","4,o,N,c,8,a,n","4,o,c,N,c,c,9","x,c^c,c,8,9","9,o,cc,o,Z","cc,8,a,Q","o,M,a,Z","o,N,o,x"
106,r,7,"o,N,a,n","cc,c,a,Z,o,m","x,N,c,c,8,9","cc,c,o","4,o,N,cc,c,8,9","o,x,N,c,c,8,9","4,o,N,a,m","4,o,cc,c,8,9","cc,c,o,8,a,x","cc,c,8,9"
106,r,8,"a,Z,o,Z","8,a,Z","o,M,c,8,9","4,o,N,cc,9","c^c,c,c,P2,c,9","4,o,N,c,8,9","a,x","8,a,i,Z","4,c,N,c,c,8,9","9,cc,c,8,9"
106,r,9,"x,N,c,c,9","9,cc,c,c,o","9,N,a,Z,a,n","cc,c,c,2","4,o,N,a,n","c^c,c,a,Z","o,N,a,n","c^c,c,8,9","4,o,N,a,m","x,o,x,cc,c,9"
106,r,10,"o,Z,a,m","cc,c,o,x","Z,a,x","a,m,N,9","cc,N,a,Z","9,c^c,a,Z","N,a,i,2,a,Q","c^c,c,o,a,x","a,n,2,9","2,a,Z"
106,r,11,"o,N,a,x,9","a,n,Z","a,N,a,i,Z","a,Z","4,o,N,a,m","cc,o,8,9","c^c,c,o,8,9","cc,o,N,a,m","9,cc,c,o,x","4,o,M,c,8,a,Z,9"
106,r,12,"x,cc,c,8,9","cc,8,9","x,N,a,Z","cc,o,N,9","o,N,a,m","4,o,M,a,Z,a,n","4,o,P2,cc,c,o,8,9","cc,P2,cc,9","o,P2,o,Z,a,m","x,P2,cc,c,9"
106,r,13,"8,x,cc,9","M,cc,c,o","M,cc,o,8,a,m","c^c,c,8,9","o,M,a,m","c^c,8,9","o,N,a,x,a,x","a,m","4,o,M,c,2","4,o,M,c,8,9"
106,r,14,"c^c,o,Z,9","cc,c,o,x","cc,c,8,9","cc,o,x","c^c,c,8,9","a,x,c^c,c,o,8","8,a,i,Z","cc,8,a,x,8,9","o,N,a,m","cc,c,9"
106,r,15,"cc,c,o,N,a,Q","o,N,9","cc,a,Z","4,o,N,a,n","o,N,a,n","9,cc,c,o,a,Z","x,o,x","cc,c,c,8,9","4,o,N,a,n","9,N,a,Z"
106,v,1,"a,Q","cc,a,Z","cc,8,a,Q","cc,8,a,x","o,N,a,n","cc,c,M,c,9","a,m","x,c^c,c,o","9,cc,c,o,M,o","x,o,8,9"
106,v,2,"o,M,a,m","a,m","Z,o,x","cc,c,o","o,Z,a,m","x,o,Z,o,Z","8,a,Z","8,a,x","a,i,x","cc,o,8,a,Z"
106,v,3,"o,x,M,9,8,9","9,cc,8,9","9,M,a,n","4,o,8,a,m","o,M,c,c,9","cc,c,o,x","9,c^c,c,o,8,9","a,Q","c^c,c,a,2","x,o,x,N,a,i,Z"
106,v,4,"a,x,N,a,Q","a,m+","cc,c,8,9","c^c,c,9","a,Z","cc,a,Z","Z,a,m","2,cc,c,8,9","x,N,a,Q","c^c,9"
106,v,5,"cc,o,8,a,x","4,o,8,a,m","o,N,a,n","c^c,c,o,8,a,Z","2,a,x,a,Z","4,o,M,a,Q","cc,c,8,9","cc,o,8,a,x","c^c,c,8,9","4,o,M,a,Z"
106,v,6,"2,a,n","o,M,a,m","o,x,a,m","a,n",Z,"cc,c,8,9","o,M,a,x","o,M,a,m","8,a,Z,c^c,9","8,a,i,Z,9"
106,v,7,"4,o,N,cc,c,8,9","c^c,c,c,8,9","o,N,a,x","o,2,a,m","x,cc,8,a,m","cc,c,o","9,cc,c,o,x,N,a,m","o,N,cc,a,Z,a,n","N,o,x,c^c,c,2","c^c,c,c,o"
106,v,8,"o,N,a,Z,o,x","cc,o,x","c^c,a,Z","cc,o,x","c^c,c,o,x","2,a,Z","o,N,a,c,P1,c,9","cc,a,Z,a,n","o,8,x","a,i,Z"
106,v,9,"o,a,Z,a,Z","4,o,N,c,c,9","c^c,o,a,Z","c^c,c,o,M,a,x","o,8,a,m","o,x,cc,c,o","o,P2,cc,8,9","a,x","a,Z","o,M,cc,c,2"
106,v,10,"o,x,cc,a,Q","a,m","cc,o,2","c^c,o,8,9","N,o","c^c,c,c,9","N,o,8,9","4,o,M,o","4,o,N,c,c,8,9","N,c^c,c,o,8,9"
106,v,11,"8,9,cc,9","cc,c,o","a,m","o,x","cc,c,9","4,o,M,a,Z","o,8,9","cc,o,a,m","2,a,Z,a,Q","9,P2,o,8,a,m"
106,v,12,"cc,o,x,N,a,m","4,o,N,a,m","c^c,c,c,8,9","2,o,x","a,x","o,N,a,m","4,o,c,N,c,c,9","cc,c,8,9","N,cc,c,8,9","c^c,8,9"
106,v,13,"o,M,c,o,x","N,a,Z","cc,c,9","4,o,N,a,m","o,M,9","Z,a,m","Z,o,8,9","4,o,x","4,o,M,cc,N,c,c,9","4,o,N,c,c,8,a,x"
106,v,14,"cc,o,M,9","4,o,M,c,c,8,9","o,M,c,c,9","o,N,a,m","8,9","4,o,M,c,c,o","N,a,m","cc,c,c,9","4,o,a,Z","o,M,c,8,9"
106,v,15,"c^c,N,9","8,cc,c,o,a,m","cc,o,2","cc,c,o,a,Z","Z,a,m","o,N,9","o,x","cc,N,a,m","o,N,c,c,c,9","cc,c,8,9"
107,r,1,"Z,a,m","o,N,c,c,9","9,N,a,n","4,o,M,a,n","9,cc,c,c,8,9","4,o,N,c,c,c,9","c^c,c,o,2","o,x,cc,c,c,9","x,o,Z","4,c,c,c,9"
107,r,2,"o,M,cc,c,c,9","o,N,c,c,8,9","cc,c,N,c,9","o,N,a,m","cc,c,o,M,cc,c,9","9,M,a,m","a,Q","o,M,a,m","o,N,c,c,c,9","cc,c,8,a,m"
107,r,3,"a,m,a,x","x,o,Z,a,n,Z","cc,a,x","9,cc,o,x","o,M,a,Z,a,Q","o,N,a,m","c,N,a,Z","o,N,a,m","o,Z,a,m",x
107,r,4,"a,i,Z,a,x","Z,a,m","o,N,c,c,c,9","c^c,c,N,9","o,M,a,Z,a,m","c^c,a,x","4,o,c,N,c,a,x","cc,c,9","o,m","9,cc,o,x"
107,r,5,"cc,c,9","x,o,2,a,m","cc,c,9","2,a,i,Z","o,M,a,m,a,Q","N,a,i,2","c^c,c,9","4,c,c,o,9","o,P2,cc,c,o,x","o,M,a,x,a,Z"
107,r,6,"cc,o,8,a,m","c^c,a,Z","cc,o,8,a,m","x,x,8,9","o,N,a,i,Z","a,m+",Z,"4,o,N,a,x","x,c^c,c,8,9","4,o,M,a,x,a,x"
107,r,7,"cc,c,o,8,9","o,N,a,x","o,M,a,i,Z","N,a,m","o,x,cc,c,o,x","cc,c,c,9","c^c,c,9","o,x,cc,c,o,Z","o,Q","cc,8,a,x,a,x"
107,r,8,"c^c,o,x","a,Z","x,N,c,c,o","o,x,N,c,c,o","N,a,x","9,N,a,x","9,N,a,m","x,N,a,m","o,M,cc,9","cc,c,c,9"
107,r,9,"o,N,a,x","x,N,a,Z","cc,c,c,x",x,"cc,N,9","N,a,m+","4,o,x","cc,c,9","N,a,m","cc,c,o"
107,r,10,"a,x,N,a,n","cc,o,x","cc,c,N,c,9","9,cc,N,x,N,a,m","x,N,a,Z","x,N,a,m","cc,c,9","4,o,N,x","4,o,N,cc,c,9","8,a,x"
107,r,11,"o,M,a,Q","o,M,a,x","4,o,N,a,x","o,c,N,c,c,9","a,Z","4,o,N,a,n","o,N,a,x","o,N,a,x","o,M,a,i,Z","o,x,N,a,Z"
107,r,12,"4,o,N,a,m","4,o,N,c,c,o,8,9","o,N,c,c,9","9,cc,c,o,8,a,n","a,Z,a,Q","cc,o,M,a,m","M,a,m","o,M,a,x","N,a,m","cc,9"
107,r,13,"a,m,a,x","x,o,c,c,9","x,o,x?","cc,c,c,9","o,N,a,n","a,x,N,a,x","o,M,a,x","4,o,N,a,m","M,a,m","o,M,a,x"
107,r,14,"o,M,a,i,x,9","4,o,N,9","o,M,cc,9","o,x","o,M,a,x","o,M,a,x","cc,c,c,9","o,x","cc,o,x","a,n"
107,v,1,"a,x,N,a,m","o,M,a,m","c^c,o,c,M,c,9","4,o,N,a,n","o,N,c,cc,9","cc,c,N,9","8,a,n","a,x,o,8,9","o,x,N,n,Z","o,M,a,x"
107,v,2,"4,o,N,a,n","cc,a,n","cc,c,o,c,N,c,9","M,a,m","4,o,N,a,x,8,9","a,m","o,N,a,m","x,N,a,x","o,N,9","4,o,M,a,m"
107,v,3,"c^c,c,8,9","M,a,n","cc,o,N,c,8,9","4,o,N,a,m","4,o,N,a,i,Z","c^c,c,9","c^c,o,8,a,m","M,a,Z,a,M,9","x,N,a,x","4,o,N,9"
107,v,4,"M,a,Z,a,i,Z,9","cc,c,M,c,9","o,M,a,n","cc,N,a,x","o,N,a,n","x,N,a,m","x,N,a,m","o,N,c,c,9","4,o,N,a,x","2,o,x,a,n"
107,v,5,"o,N,a,m","cc,N,a,n","o,N,a,m","cc,o,Z","o,x,a,m","2,o,Z,a,x","8,a,x","a,x,N,a,m","o,M,a,m","Z,a,m"
107,v,6,"cc,8,a,Z","cc,o,x","o,x,N,a,x","o,x,a,m","a,x,o,x","8,a,Z","o,M,a,x,a,x","o,M,a,2","o,N,a,x","N,a,m"
107,v,7,"x,N,a,m","o,x,N,a,n","cc,o,x","o,x,a,m","8,a,n","a,x,N,9","o,M,a,2","o,M,a,x","o,P2,a,x,N,a,Z","o,P1,cc,a,n"
107,v,8,"Z,a,Z,a,m","x,cc,c,c,8,9","cc,c,o,x","9,cc,c,o,Z","4,o,N,a,Q","cc,c,c,9","4,o,N,o,Z","c^c,o","M,a,Z,a,m","x,N,c^c,c,8,9"
107,v,9,"Z,a,Z,9","4,o,N,c,c,8,9","o,N,c,o,8,9","4,c","cc,c,8,9","x,N,a,m","cc,c,9","2,o,N,o,8","4,o,N,9","cc,c,9"
107,v,10,"c^c,c,c,9","Z,a,m","x,cc,c,8,9","x,N,c,c,9","cc,c,9","8,9,a,i,Z","a,x,8,9","9,N,a,m","Z,a,n?","cc,N,a,x,9"
107,v,11,"o,8,a,n","o,x,N,a,n","a,Z","o,N,a,Z","o,x,N,a,8,9","4,o,N,a,m","c^c,c,o,x","x,cc,c,o,Z","cc,c,9","M,a,x"
107,v,12,"a,n,x,9","o,m","x,o,Z","4,o,N,a,m","4,o,N,c,9","cc,o,N,c,c,9",9,"o,N,a,m","o,8,a,m","o,N,o,m"
107,v,13,"4,o,N,a,n","o,x,o,c,c,c,9","o,Z,a,n","x,N,a,n","4,o,N,c,c,9","x,N,c,c,8,9","x,N,c,c,o,x","o,M,c,c,9","4,o,N,cc,?","cc,c,c,9"
107,v,14,"4,o,N,c,c,9","4,o,N,c,c,9","a,Z,o,8,9","o,x,a,i,Z","N,a,?,cc","cc,c,o,N,a,x,9","a,m","Z,a,Z","o,P2,cc,c,9","x,N,c,c,9"
107,v,15,"4,o,9","8,9","9,cc,c,c,9","4,o,N,c,c,9","cc,c,9","o,c,N,c,9","9,cc,c,o,2,a,m","a,m,a,x","cc,c,9","o,M,a,n"
108,r,1,"c^c,c,c,N,9","cc,c,8,o,Z","o,M,c,c,o,8,9","cc,8,9","c^c,N,9","9,cc,c,8,a,m","cc,o,N,c,8,a,x","cc,c,N,c,c,8,9","o,N,c,8,a,x","o,M,c,8,9"
108,r,2,"cc,2,9","cc,N,a,m","cc,a,Z","o,N,a,Z","cc,8,9","o,N,a,Z","4,o,N,c,8,9","cc,c,8,9","4,o,N,cc,c,8,9","o,N,c,8,9"
108,r,3,"o,8,9","o,N,c,9,M,9","8,a,m","4,o,N,c,c,o","cc,c,N,a,Z","9,N,c,c,8,9","9,M,c,o,x","o,M,c,c,9","4,o,M,c,c,9","c^c,N,c,c,8,9"
108,r,4,"8,a,m",o,"a,i,x","a,Z","Z,a,m","9,N,c,c,9","a,x,a,Q","N,a,n","o,N,a,x","o,N,a,m"
108,r,5,"8,a,m","8,a,x","8,a,m","cc,c,N,c,9","o,x,N,a,m","2,a,c,M,c,9","o,N,a,n","a,m","8,n,Z","4,o,c,N,c,c,9"
108,r,6,"o,N,c,8,9","8,a,x,N,a,Z","cc,c,c,9","cc,o,x","4,o,N,c,c,8,9","cc,c,9","8,a,n","o,Q","cc,M,a,x","o,M,c,8,9"
108,r,7,"cc,a,Z,a,n","o,N,a,n","cc,c,9","9,N,c,c,o,x","o,N,c,c,a,Q","a,m","x,o,Z","cc,c,9","4,o,N,c,9","c^c,c,8,9"
108,r,8,"o,N,a,m","o,x,N,c,8,9","4,o,a,x","a,Z,o,x,N,c,c,9","2,a,n","cc,8,9","o,N,c,8,a,Q","4,o,N,c,8,9","o,N,c,8,9","cc,8,a,x"
108,r,9,"a,x,N,a,i","2,a,m","o,N,cc,c,8,9","4,o,N,c,8,9",o,"cc,o,N,c,8,9","cc,c,8,a,x","9,N,c,a,x","o,M,c,8,a,Q","o,N,c,c,8,9"
108,r,10,"o,N,a,n","4,o,N,c,8,9","cc,c,N,c,9","9,cc,c,o,x","cc,x,a,Z","o,N,c,8,9","o,N,c,8,9","o,N,a,Z","cc,8,9","o,N,c,o,x"
108,r,11,"cc,c,8,9","cc,c,8,a,x","cc,8,9","4,o,M,a,x","o,N,c,8,9","cc,c,c,8,a,Z","o,N,c,c,8,9","o,N,c,o,x","o,N,c,cc,9","o,P2,cc,8,9"
108,r,12,"cc,c,9?","4,c,c,c,9","o,M,c,8,9","4,o,N,c,c,8,9","cc,c,c,8,9","8,cc,c,c,o,8,9","Z,a,Q","a,x,N,c,c,8,9","x,N,a,i,Z","cc,c,8,x,a,x"
108,r,13,"cc,c,N,c,o,Q","a,m","o,Z","4,c,N,c,c,9","cc,o,x","cc,c,9,N,c,c,c,8","o,N,c,c,o,Q","4,o,N,c,c,8,9","o,N,c,c,8,9","o,N,o,Z,a,m"
108,r,14,"cc,c,o,8,9","o,M,a,Q","cc,a,Z,a,Q","o,N,a,Z","cc,c,9","9,cc,c,9","c,8?,c,a,Q","4,c,N,c,8","o,c?,8,9","o,x,a,x"
108,r,15,"N,c,a,i,Q","a,x","cc,c,8","4,o,N,c,c,8,9","o,M,c,c,8,9","x,N,c,c,8,9","o,N,c,8,9","c^c,c,o,x","8,a,n","c,N,c,c,8"
108,r,16,"o,N,a,Q","o,Z","cc,8,a,2","o,N,a,Z,a,Q","o,N,c,8,9","4,o,N,c,9","cc,8,9","x,N,a,m","x,cc,c,8,9","4,o,N,c,c,8,9"
108,v,1,"N,c,c,8,9","a,x","a,2,a,n","4,o,M,c,c,8,9","4,o,M,c,8,9","4,o,N,c,c,8","c^c,c,8,9","8,cc,c,8,9","x,o,x","o,N,c,c,9"
108,v,2,"N,c,8,a,Z,Y,9","o,N,c,c,8,9","4,o,N,a,Z","4,o,N,c,c,9","4,o,N,c,c,8,9","x,o,c,M,9","x,o,c,c,8,9","x,o,N,c,c,9","cc,c,9","o,c,c,c,8,a,n"
108,v,3,"8,c,c,8,9","c^c,c,8,9","o,M,c,c^c,9","cc,o,x,N,a,n","x,N,c,c,8,9","4,o,N,c,8,9","o,x,N,c,c,c,8","N,c,c,8,a,n","a,x","2,a,n"
108,v,4,"cc,c,8,9","o,x,a,m","a,Z,a,x","N,c,c,a,Z","cc,c,9","a,m",Z,"x,o","4,o,N,c,c,9","a,x,8,a,Z?"
108,v,5,"x,cc,c,a,Q","cc,c,c,c,9","o,x","4,o,N,c,c,o,x","a,Q","a,m",2,x,"o,x","cc,c,c,9"
108,v,6,"a,x","o,M,a,m","o,x,o,c,c,c,8,9","cc,c,c,c,8,a,m","c^c,c,9","N,a,n",x,"c^c,c,c,o","o,x,8,a,Z","8,a,n"
108,v,7,"a,x","4,o,N,c,c,a,m","4,o,N,c,c,9","cc,c,c,9","a,m",Z,"c,M,c,c,o","x,cc,c,9","o,x","o,N,a,m"
108,v,8,"cc,c,a,Q","4,o,N,c,c,8,9","cc,c,8,c,c,9","cc,c,o,x",o,"cc,c,9","8,a,Z","a,x","M,a,i","cc,o,x"
108,v,9,"4,o,N,a,Q","o,M,c,c,8,9","cc,c,8,9","cc,c,8,a,Z","c^c,c,8,9","4,o,N,c,c,8,9","o,x,N,c,c,c,8,9","4,o,N,c,8,a,Z","c^c,c,8,a,n","8,a,n"
108,v,10,"x,cc,c,8,a,Q","o,M,c,c,8,9","4,o,N,c,c,8,9","4,o,N,c,c,9","cc,c,9","4,o,N,c,c,8,9","c^c,o,x,N,c,c,8,9","cc,c,8,9",x,"cc,c,8,9"
108,v,11,"o,M,a,Q","4,o,M,c,c,8,9","x,N,c,8,9","c^c,c,?,N,c,9","4,o,N,c,8,9","4,o,N,c,c,8,9","cc,c,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","8,c^c,c,o,x"
108,v,12,"o,M,a,m","M,a,Z","N,a,Z","cc,x","o,x,N,c,8,9","c^c,c,o,Z","x,c^c,c,c,8,a,n","c^c,c,c,N,9","cc,c,c,N,c,c,9","M,c,8,9"
108,v,13,"x,cc,Q","cc,c,c,N,c,c,9","4,o,x","c^c,c,c,9","o,M,c,c,9","x,c^c,c,c,9","4,o,N,c,c,9","c^c,c,9","4,o,N,c,c,?,Z","c^c,c,9"
108,v,14,"x,cc,c,8,9","x,cc,c,8,9","x,N,c,c,9","o,N,c,o,x","o,N,c,c,8,a,x","4,o,N,c,c,9","4,o,N,c,c,8,9","c^c,c,8,a,n","4,o,N,c,c,c,9","9,cc,c,c,9"
108,v,15,"o,a,Q","4,o,N,a,x","cc,c,o,N,c,c,8,9","4,o,N,c,c,9","4,o,N,c,c,8,9","N,c,c,a,Z","cc,c,o,x","cc,c,a,x","x,N,a,m","cc,c,c,9"
108,v,16,"o,M,c,8,9","x,c^c,9","o,x,cc,c,8,9","o,x,cc,a,Z","4,o,N,c,c,9","o,N,c,c,9","8,a,m","x,x,cc,c,9","cc,c,a,x","4,o,N,c,c,9"
111,r,1,"o,M,a,n","x,N,c,9","cc,o,N,cc,c,9","c^c,c,8,9","o,x","c^c,c,c,N,c^c,9","2,a,m","a,x","a,Z","x,o,Z"
111,r,2,"o,Q","a,m","o,M,a,2","o,M,c,8,9","Z,a,m","4,o,N,c,o,8,9","c^c,c,c,o,x","cc,o,x","x,cc,c,8,9","o,M,c,c,9"
111,r,3,"x,a,Q","8,a,x","M,c,c,9","cc,c,8,9","cc,c,8,9","o,N,a,n","o,N,c,c,c,8,9","4,o,N,c,c,9","x,cc,c,8,9","o,x,cc,c,8,9"
111,r,4,"cc,c,a,Q","c^c,c,8,a,Q","a,Z","o,M,c,o,x,a,i,Z","4,o,N,c,c,8,9","o,M,c,c,9","x,N,c,c,9","x,c^c,c,9","o,M,cc,c,8,c,9","4,o,N,c,c,8,9"
111,r,5,"N,c,c,8,9","c^c,M,a,Z","c^c,c,c,8,9","x,N,c,c,9","M,c,9","o,M,c,a,x","c^c,c,o,M,a,n,Q","c^c,c,M","o,N,c,o,8,a,n","4,o,N,c,c,8,9"
111,r,6,"x,o,M,9","4,o,M,c,8,x","cc,c,c,M,c,8,9","4,o,N,c,c,o,8,o,Z","cc,c,N,9","o,o,m","x,cc,c,o,c,N,a,Q","x,cc,c,9","4,o,N,c,c,8,9","o,N,c,c,o,x"
111,r,7,"4,o,N,c,9","c,M,c,c,8,9","N,c,o","o,N,c,c,9","4,o,N,c,a,Z","4,o,cc,c,8,9","4,o,a,n","o,N,c,9","cc,c,c,N,c,c,9","M,cc,c,8"
111,r,8,"cc,o,8,9","8,a,m",o,"a,m","o,Y,a,Z","o,c,N,c,9","a,x,a,x","cc,c,8,a,Z",2,"4,o,N,c,c,o"
111,r,9,"a,x,a,Q","4,o,M,a,n","cc,c,8,9","8,a,n","a,x","4,o,M,c,c,2","c^c,c,N,c,c,9","c^c,c,a,N,a,Z","cc,c,o,N,c,c,9","4,o,N,c,o,8"
111,r,10,"cc,c,c,M,c,9","cc,N,a,x","4,o,N,c,c,8,9","4,o,N,c,c,9","c^c,N,c,o,8,9","4,o,N,c,a,m","c^c,N,c,9","c^c,c,8,a,n","c^c,c,o,M,cc,c,8,9","4,o,i?,Z,a,n?"
111,r,11,"8,x","4,o,N,c,c,8,9","c,c,o,8,9","c,c,c,2","N,c,c,o,8,a,x","cc,N,a,x","cc,c,8,a","x,N,a,n?","o,x,N,c,c,9","a,Z"
111,r,12,"8,a,Q","a,i?,9","a?,m+?","a,Z","9,cc,c,8,x",2,"M,c,c,8,9","x,N,c,c?,x,N,c,8","4,o,N,c,c,o,8","a,x"
111,r,13,"x,M,a,n",x,"N,c,8","4,o,N,c,c,8,9",9,"o,M,c,c,8","cc,c,8,a,n","cc,c,M,c,c,8,9","N,c,cc,c,8,9","o,N,c,c,9"
111,r,14,"cc,c,8,9","o,N,c,c,8,9","x,N,c,8,a,Z","x,N,c,c,8,9","o,N,c,c,8,9","a,Q","x,N,a,Q?","cc,c,8,9","cc,c,8,9,M,c,o,N,a,n","cc,c,8,9"
111,r,15,"cc,c,8,9","o,N,c,c,9","cc,c,8,9","a,x","4,c,c,a,Z","4,o,M,c,c,8,9","c^c,c,c,9","4,o,N,c,c,9","c^c,c,c,8,9","cc,c,a,Q"
111,r,16,"x,N,a,x","cc,c,N,c,a,x","4,o,N,a,n","cc,c,a,x,N,a,x","cc,c,N,c,9","4,o,N,c,c,o,N,a,n","cc,c,c,N,a,n","cc,c,8,9",x,"o,N,c,c,9"
111,r,17,"o,N,a,x","o,M,a,n","4,o,N,a,x","8,a,i,Z","cc,c,N,c,a,m","M,a,i,Z","8,a,n","cc,c,M,c,9","4,o,N,a,m","a,x,o,x,c^c,c,9"
111,v,1,"cc,8,?","c^c,9,N,a,m","o,x,cc,c,8,a,Z","M,a,i,Z","cc,c,M,c,a,Q","4,о̄,N,a,Z","cc,c,8,9","4,o,N,x","c^c,c,N,c,9","cc,c,9"
111,v,2,"x,N,a,n","cc,c,a,Z","o,N,a,n","4,o,Z,cc,?,?","x,x,o","8,a,Z",x,"cc,c,o,Z","4,o,N,x","cc,c,9"
111,v,3,"cc,a,Z","cc,c,a,?","a,Q,a,i","cc,a,i","4,o,N,a,i","c^c,c,a,n,9","o,N,a,i","a,n","4?,o,a,i,2","9,c^c,c,a,x"
111,v,4,"o,x,o,Z","a,Z","a,x,Z","a,n","a,Z","a,Z","4,o,N,a,Z","cc,c,9","o,N,a,m","c^c,a,n"
111,v,5,"o,Z","o,x,a,m","cc,c,c,a,x","M,c,c,o,8,a,n","8,a,n","cc,o,M,a,Q","a,x,o,x,a,m","cc,c,a,Z","o,M,a,n","o,N,a,m"
111,v,6,"x,cc,a,Z","cc,c,N,c,c,9","cc,c,N,a,n","o,N,c,c,c,8,9","o,x,a,n","M,a,n","cc,c,9","4,o,N,c,c,9","cc,c,c,9","2,a,n"
111,v,7,"cc,c,N,c,9","cc,o,M,9","o,N,a,x,a,m","o,N,a,n","cc,c,N,c,9","cc,c,a,x","2,a,n","o,Z","o,M,a,n","x,o,c,c,c,2"
112,r,1,"8,a,Q","4,o,8,a,n","cc,c,8,9","a,x","8,a,i,Z",9?,"4,o,N,a,Z","4,o,N,cc,9","M,c,c,8,9","cc,c,8,9"
112,r,2,"4,o,N,c,c,9","o,N,c,c,8,9","o,M,a,m","cc,c,9","a,x","2,o,a,Z,a,Z","8,9","o,M,c,c,9","cc,c,M,c,9","o,M,a,m"
112,r,3,"cc,a,Q","cc,c,8,9","cc,o,8,9","o,N,a,x","a,m","8,a,x,cc?,8?","cc,c,9","N,c,9","a,x","2,a,m"
112,r,4,"4,a,i,Z,a,x","x,cc,c,8,9","8,a,i,cc,9","2,9","a,x","Z,a,n","4,c,c,9","4,o,M,c,c,8,9","o,N,c,c,8,9","cc,c,M,c,c,9"
112,r,5,"cc,c,8,a,Q","cc,c,8,9","M,o,c,N,c,9","o,N,c,9","cc,c,M,c,9","cc,c,c,M,9","a,m","cc,o,Z","N,c,8,9","9,N,c,8,9"
112,r,6,"cc,c,o,Q","4,o,N,c,8,9","cc,c,8,9","o,x","cc,o,x","o,N,c,o,8,9","cc,c,o,N,c,9","a,Z","M,a,Z","cc,c,a,x,9?"
112,r,7,"c^c,8,a,x","cc,c,8,9","o,N,c,c,o,Z","c^c,c,N,c,c,9","c,P2,c,c,8,9","o,N,cc,c,c,9","2,a,Z,o,x","a,Q","a,x","cc,c,8"
112,r,8,"o,x,a,Q","o,N,c,c,9","o,x,cc,a,n","cc,c,c,N,c,9","o,x","2,a,n","o,N,c,c,8,9","a,Z","a,Z","o,M,c,8,9"
112,r,9,"o,N,c,8,9","o,N,a,x","4,o,N,c,9","o,M,c,c,8,9","4,o,N,c,?,m?","o,N,c,o,8,9","o,x,N,c,c,a,Z","a,n","2,a,Z","4,o,N,9"
112,r,10,"o,Z,9","o,N,c,c,9",2,"9,N,c,c,o","o,N,cc,a,m","4,o,N,cc,9","o,N,cc,c,9","cc,c,c,9","a,x,a,n","9,c^c,c,2,9"
112,r,11,"?,N,9","?,?","o,N,a,2,9","o,N,c,c,9?","4,o,N,c,c,9","o,M,c,c,c,8,9","c^c,N,a,Z","M,c,c,9","o,N,c,c,c,9","a,m"
112,v,1,"cc,c,a,c,N,c,9","o,N,c,c,c,8,9","a,m",o,"o,x","2,a,m","cc,c,c,o,x,8,9","o,N,c,a,m","o,N,c,8,9","cc,c,a,Z"
112,v,2,"o,Z,o,Z","o,?,cc,c,8,9","c^c,c,c,9","8,a,n","4,o,N,cc,8,9","o,N,cc,c,8,9","cc,c,c,N,a,n","o,M,a,m","o,N,a,m","?,?"
112,v,3,"a,x,a,n","cc,c,8,a,m","4,o,N,c,c,8,9","9,N,c,c,8,a,n","a,Q","a,i?,Z","2,a,n","o,M,a,Q","4,o,N,a,m","cc,c,8,9"
112,v,4,"cc,a,x,o,Z","o,x","a,m+","o,Z","4,o,M,c,o","4,o,c,c,c,9","a,x","a,n","2,a,Z,a,n","a,Q"
