,textstring
1.6.13,ich bliess zu stimmte an und liesse mich gewaltig horen diesen greulichen wolff zu vertreiben uber welcher gehlingen und ohngewohnlichen music an einem so wilden ort der einsidel anfanglich nicht wenig stutzte ohn zweiffel vermeynende es seye etwan ein teufflisch gespenst hin kommen ihne wie etwan dem grossen anthonio widerfahren zu tribuliren und seine andacht zu zerstoren
1.6.14,so bald er sich aber wieder erholete spottet er meiner als seines versuchers im holen baum wo hinein ich mich wieder retirirt hatte ja er war so getrost dass er gegen mir gieng den feind dess menschlichen geschlechts genugsam ausszuhohnen
1.6.15,ha sagte er du bist ein gesell darzu die heiligen ohne gottliche verhangnus etc
1.6.16,mehrers habe ich nicht verstanden dann seine naherung ein solch grausen und schrecken in mir erregte dass ich dess ampts meiner sinne beraubt wurde und dorthin in ohnmacht nider sanck
1.7.1,das vii capitel
1.7.2,was gestalten mir wieder zu mir selbst geholffen worden weiss ich nicht aber dieses wol dass der alte meinen kopff in seinem schos und vornen meine juppen geoffnet gehabt als ich mich wieder erholete da ich den einsidler so nahe bey mir sahe fieng ich ein solch grausam geschrey an als ob er mir im selben augenblick das hertz auss dem leib hatte reissen wollen
1.7.3,er aber sagte mein sohn schweig ich thue dir nichts sey zu frieden etc
1.7.4,je mehr er mich aber trostete und mir liebkoste
1.7.5,je mehr ich schrye o du frisst mich
1.7.6,o du frisst mich
1.7.7,du bist der wolf und wilst mich fressen
1.7.8,ey ja wol nein mein sohn sagte er sey zu frieden ich friss dich nicht
1.7.9,diss gefecht wahrete lang biss ich mich endlich so weit liesse weisen mit ihm in seine hutten zu gehen darin war die armut selbst hofmeisterin der hunger koch und der mangel kuchenmeister da wurde mein magen mit einem gemuss und trunck wassers gelabt und mein gemut so gantz verwirret war durch dess alten trostliche freundligkeit wieder auffgericht und zu recht gebracht
1.7.10,derowegen liess ich mich durch die anreitzung dess sussen schlaffes leicht bethoren der natur solche schuldigkeit abzulegen
1.7.11,der einsidel merckte meine notdurfft darumb liesse er mir den platz allein in seiner hutten weil nur einer darin ligen konte
1.7.12,ohngefahr umb mitternacht erwachte ich wieder und horete ihn folgendes lied singen welches ich hernach auch gelernet
1.7.13,komm trost der nacht o nachtigal lass deine stimm mit freudenschall auffs lieblichste erklingen
1.7.14,komm komm und lob den schopffer dein weil andre voglein schlaffen seyn und nicht mehr mogen singen
1.7.15,lass dein stimmlein laut erschallen dann vor allen kanstu loben gott im himmel hoch dort oben
1.7.16,ob schon ist hin der sonnenschein und wir im finstern mussen seyn so konnen wir doch singen
1.7.17,von gottes gut und seiner macht weil uns kan hindern keine macht sein lob zu vollenbringen
1.7.18,drumb dein stimmlein lass erschallen dann vor allen kanstu loben gott im himmel hoch dort oben
1.7.19,echo der wilde widerhall will seyn bey diesem freudenschall und lasset sich auch horen
1.7.20,verweist uns alle mudigkeit der wir ergeben allezeit lehrt uns den schlaff bethoren
1.7.21,drumb dein stimmlein etc
1.7.22,die sterne so am himmel stehn lassen sich zum lob gottes sehn und thun ihm ehr beweisen
1.7.23,auch die eul die nicht singen kan zeigt doch mit ihrem heulen an dass sie gott auch thu preisen
1.7.24,drumb dein stimmlein etc
1.7.25,nur her mein liebstes vogelein wir wollen nicht die faulste seyn und schlaffend ligen bleiben
1.7.26,sondern biss dass die morgenrot erfreuet diese walder od jm lob gottes vertreiben
1.7.27,lass dein stimmlein laut erschallen dann vor allen kanstu loben gott im himmel hoch dort oben
1.7.28,unter wahrendem diesem gesang bedunckte mich warhafftig als wann die nachtigal so wol als die eul und echo mit eingestimmt hatten und wann ich den morgenstern jemals gehort oder dessen melodey auff meiner sackpfeiffen aufzumachen vermocht so ware ich auss der hutten gewischt meine karten mit einzuwerffen weil mich diese harmonia so lieblich zu seyn bedunckte aber ich entschlieff und erwachte nicht wieder biss wol in den tag hinein da der einfidel vor mir stunde und sagte
1.7.29,uff kleiner ich will dir essen geben und alsdann den weg durch den wald weisen damit du wieder zu den leuten und noch vor nacht in das nachste dorff kommest
1.7.30,jch fragte ihn was sind das fur dinger leuten und dorff
1.7.31,er sagte bist du dann niemalen in keinem dorff gewest und weist auch nicht was leut oder menschen seynd
1.7.32,nein sagte ich nirgends als bier bin ich gewest aber sag mir doch was seynd leut menschen und dorff
1.7.33,behut gott antwortet der einsidel bist du narrisch oder gescheid
1.7.34,nein sagte ich meiner meuder und meines knans bub bin ich und nicht der narrisch oder der gescheid
1.7.35,der einsidel verwundert sich mit seufftzen und becreutzigung und sagte
1.7.36,wol liebes kind ich bin gehalten dich umb gottes willen besser zu unterrichten
1.7.37,darauff fielen unsere reden und gegenreden wie folgend capitel aussweiset
1.8.1,das viii capitel
1.8.2,ejnsidel
1.8.3,wie heissestu
1.8.4,simpl
1.8.5,jch heisse bub
1.8.6,einsid
1.8.7,jch sihe wol dass du kein magdlein bist wie hat dir aber dein vatter und mutter geruffen
1.8.8,simpl
1.8.9,jch habe keinen vatter oder mutter gehabt
1.8.10,einsid
1.8.11,wer hat dir dann das hemd geben
1.8.12,simpl
1.8.13,ey mein meuder
1.8.14,eins
1.8.15,wie heisset dich dann dein meuder
1.8.16,simpl
1.8.17,sie hat mich bub geheissen auch schelm ungeschickter dolpel und galgenvogel
1.8.18,eins
1.8.19,wer ist dann deiner mutter mann gewest
1.8.20,simpl
1.8.21,niemand
1.8.22,einsid
1.8.23,bey wem hat dann dein meuder dess nachts geschlaffen
1.8.24,simpl
1.8.25,bey meinem knan
1.8.26,einsid
1.8.27,wie hat dich dann dein knan geheissen
1.8.28,simpl
1.8.29,er hat mich auch bub genennet
1.8.30,einsid
1.8.31,wie hiesse aber dein knan
1.8.32,simpl
1.8.33,er heist knan
1.8.34,einsid
1.8.35,wie hat ihm aber dein meuder geruffen
1.8.36,simpl
1.8.37,knan und auch meister
1.8.38,einsid
1.8.39,hat sie ihn niemals anders genennet
1.8.40,simpl
1.8.41,ja hat
1.8.42,einsid
1.8.43,wie dann
1.8.44,simp rulp grober bengel volle sau und noch wol anders wann sie haderte
1.8.45,einsid
1.8.46,du bist wol ein unwissender tropff dass du weder deiner eltern noch deinen eignen nahmen nicht weist
1.8.47,simpl
1.8.48,eya weist dus doch auch nicht
1.8.49,einsid
1.8.50,kanstu auch beten
1.8.51,simpl
1.8.52,nain unser ann und mein meuder haben als das bett gemacht
1.8.53,einsid
1.8.54,jch frage nicht hiernach sondern ob du das vatter unser kanst
1.8.55,simpl
1.8.56,ja ich
1.8.57,eins
1.8.58,nun so sprichs dann
1.8.59,simpl
1.8.60,unser lieber vatter der du bist himel hailiget werde nam zrkommes d reich dein will schee himmel ad erden gib uns schuld als wir unsern schuldigern geba suhr uns nicht in kein doss versucha sondern erloss uns von dem reich und die krafft und die herrlichkeit in ewigkeit ama
1.8.61,einsid
1.8.62,bistu nie in die kirchen gangen
1.8.63,simp
1.8.64,ja ich kan wacker steigen und hab als ein gantzen busem voll kirschen gebrochen
1.8.65,einsid
1.8.66,jch sage nicht von kirschen sondern von der kirchen
1.8.67,simpl
1.8.68,haha kriechen gelt es seynd so kleine pflaumlein
1.8.69,gelt du
1.8.70,einsid
1.8.71,ach dass gott walte weistu nichts von unserm herr gott
1.8.72,simpl
1.8.73,ja er ist daheim an unserer stubenthur gestanden auff dem helgen mein meuder hat ihn von der kurbe mitgebracht und hin gekleibt
1.8.74,einsid
1.8.75,ach gutiger gott nun erkenne ich erst was vor eine grosse gnad und wolthat es ist wem du deine erkantnus mittheilest und wie gar nichts ein mensch seye dem du solche nicht gibst
1.8.76,ach herr verleyhe mir deinen heiligen nahmen also zu ehren dass ich wurdig werde umb diese hohe gnad so eyferig zu dancken als freygebig du gewest mir solche zu verleyhen
1.8.77,hore du simpl
1.8.78,dann anderst kan ich dich nicht nennen wann du das vatter unser betest so mustu also sprechen
1.8.79,vatter unser der du bist im himmel geheiliget werde dein nahm zukomme uns dein reich dein will geschehe auff erden wie im himmel unser taglich brod gib uns heut und
1.8.80,simpl
1.8.81,gelt du auch kass darzu
1.8.82,einsid
1.8.83,ach liebes kind schweige und lerne solches ist dir viel notiger als kass du bist wol ungeschickt wie dein meuder gesagt hat solchen buben wie du bist stehet nicht an einem alten mann in die red zu fallen sondern zu schweigen zuzuhoren und zu lernen wuste ich nur wo deine eltern wohneten so wolte ich dich gerne wieder hin bringen und sie zugleich lehren wie sie kinder erziehen solten
1.8.84,simpl
1.8.85,jch weiss nicht wo ich hin soll unser hauss ist verbrennet und mein meuder hinweg geloffen und wieder kommen mit dem ursele und mein knan auch und unser magd ist kranck gewest und ist im stall gelegen
1.8.86,einsid
1.8.87,wer hat dann das hauss verbrennt
1.8.88,simpl
1.8.89,ha es sind so eiserne manner kommen die seynd so auff dingern gesessen gross wie ochsen haben aber keine horner dieselbe manner haben schafe und kube und sau gestochen und da bin ich auch weg geloffen und da ist darnach das hauss verbrennt gewest
1.8.90,einsid
1.8.91,wo war dann dein knan
1.8.92,simpl
1.8.93,ha die eiferne manner haben ihn angebunden da hat ihm unser alte gaiss die fuss geleckt da hat mein knau lachen mussen und hat denselben eisernen mannen viel weisspfenning geben grosse und kleine auch hubsche gelbe und sonst schone klitzerechte dinger und hubsche schnur voll weisse kugelein
1.8.94,eins
1.8.95,wan ist diss geschehen
1.8.96,simpl
1.8.97,ey wie ich der schaf hab huten sollen sie haben mir auch mein sackpfeiff wollen nemmen
1.8.98,einsid
1.8.99,wann hastu der schaf sollen huten
1.8.100,simpl
1.8.101,ey horstus nicht da die eiserne manner kommen sind und darnach hat unser ann gesagt ich soll auch weg lauffen sonst wurden mich die krieger mit nehmen sie hat aber die eiserne manner gemeynet und da sein ich weg geloffen und sein hieher kommen
1.8.102,einsid
1.8.103,wo hinauss wilst du aber jetzt
1.8.104,simpl
1.8.105,jch weiss weger nit ich will bey dir hier bleiben
1.8.106,einsid
1.8.107,dich hier zu behalten ist weder mein noch dein gelegenheit esse alsdann will ich dich wieder zu leuten fuhren
1.8.108,simpl
1.8.109,ey so sag mir dann auch was leut vor dinger seyn
1.8.110,einsid
1.8.111,leut seynd menschen wie ich und du dein knan dein meuder und euer ann seynd menschen und wann deren viel beyeinander seynd so werden sie leut genennt
1.8.112,simpl
1.8.113,haha
1.8.114,einsid
1.8.115,nun gehe und esse
1.8.116,diss war unser discurs unter welchem mich der einsidel offt mit den allertieffsten seufftzen anschauete nicht weiss ich ob es darumb geschahe weil er ein so gross mitleiden mit meiner einfalt und unwissenheit hatte oder auss der ursach die ich erst uber etliche jahr hernach erfuhr
1.9.1,das ix capitel
1.9.2,jch fieng an zu essen und horete auff zu papplen welches nicht langer wahrete als biss ich nach notdurfft gefuttert hatte und mich der alte fort gehen hiesse
1.9.3,da suchte ich die allerzarteste wort herfur die mir mein baurische grobheit immermehr eingeben konte welche alle dahin giengen den ein sidel zu bewegen dass er mich bey ihm behielte
1.9.4,ob es ihm nun zwar beschwerlich gefallen meine verdrussliche gegenwart zu gedulden so hat er jedoch beschlossen mich bey ihm zu leiden mehr dass er mich in der christlichen religion unterrichtete als sich in seinem vorhandenen alter meiner dienste zu bedienen sein groste sorg war mein zarte jugend dorffte ein solche harte art zu leben in die lange nit aussharren mogen
1.9.5,eine zeit von ungefahr drey wochen war mein probierjahr in welcher eben s
1.9.6,gertraud mit den gartnern zu feld lag also dass ich mich auch in deren profession gebrauchen liesse ich hielte mich so wol dass der einsidel ein sonderliches gefallen an mir hatte nicht zwar der arbeit halber so ich zuvor zu vollbringen gewohnet war sondern weil er sahe dass ich eben so begierig seine unterweisungen horete als geschickt die waxwaiche und zwar noch glatte tafel meines hertzens solche zu fassen sich erzeigte
1.9.7,solcher ursachen halber wurde er auch desto eyferiger mich in allem guten anzufuhren er machte den anfang seiner unterrichtungen vom fall lucifers von dannen kam er in das paradeis und als wir mit unsern eltern dar auss verstossen wurden passirte er durch das gesetz mosis und lernete mich vermittelst der zehen gebot gottes und ihrer ausslegungen von denen er sagte dass sie ein wahre richtschnur seyen den willen gottes zu erkennen und nach denselben ein heiliges gott wolgefalliges leben anzustellen die tugenden von den lastern zu unterscheiden das gute zu thun und das bose zu lassen
1.9.8,endlich kam er auff das evangelium und sagte mir von christi geburt leiden sterben und aufferstehung
1.9.9,zuletzt beschlosse ers mit dem jungsten tag und stellet mir himmel und holl vor augen und solches alles mit gebuhrenden umbstanden doch nit mit gar zu uberflussiger weitlaufftigkeit sondern wie ihn dunckte dass ichs am allerbesten fassen und verstehen mochte wann er mit einer materia fertig war hub er ein andere an und wuste sich bissweilen in aller gedult nach meinen fragen so artlich zu reguliren und mit mir zu verfahren dass er mirs auch nicht besser hatte eingiessen konnen sein leben und seine reden waren mir eine immerwahrende predigt welche mein verstand der eben nicht so gar dumm und holtzern war vermittels gottlicher gnad nicht ohne frucht abgehen liesse allermassen ich alles das jenige was ein christ wissen soll nicht allein in gedachten dreyen wochen gefast sondern auch ein solche lieb zu dessen unterricht gewonnen dass ich dess nachts nicht darvor schlaffen konte
1.9.10,jch habe seithero der sach vielmal nachgedacht und befunden dass aristot
1.9.11,lib
1.9.12,de anima wol geschlossen als er die seele eines menschen einer laeren ohnbeschriebenen tafel verglichen darauff man allerhand notiren konne und dass solches alles darumb von dem hochsten schopffer geschehen seye damit solche glatte tafel durch fleissige impression und ubung gezeichnet und zur vollkommenheit und perfection gebracht werde
