i0,i2,textstring
0,19,"no wonder is, he herde it al the day;"
0,20,"and eek ye knowen wel, how that a iay"
0,21,"can clepen 'watte,' as well as can the pope."
0,22,"but who-so coude in other thing him grope,"
0,23,thanne hadde he spent al his philosophye; 
0,24,ay questio quid iuris wolde he crye.
0,25,he was a gentil harlot and a kinde;
0,26,a bettre felawe sholde men noght finde. 
0,27,"he wolde suffre, for a quart of wyn,"
0,28,a good felawe to have his concubyn 
0,29,"a twelf-month, and excuse him atte fulle:"
0,30,ful prively a finch eek coude he pulle.
0,31,"and if he fond o-wher a good felawe,"
0,32,"he wolde techen him to have non awe,"
0,33,"in swich cas, of the erchedeknes curs, "
0,34,but-if a mannes soule were in his purs;
0,35,for in his purs he sholde y-punisshed be.
0,36,"'purs is the erchedeknes helle,' seyde he. "
0,37,but wel i woot he lyed right in dede;
0,38,of cursing oghte ech gilty man him drede— 
0,39,"for curs wol slee, right as assoilling saveth—"
0,40,and also war him of a significavit.
0,41,in daunger hadde he at his owne gyse
0,42,"the yonge girles of the diocyse,"
0,43,"and knew hir counseil, and was al hir reed. "
0,44,"a gerland hadde he set up-on his heed,"
0,45,as greet as it were for an ale-stake;
0,46,a bokeler hadde he maad him of a cake. 
0,0,
0,1,with him ther rood a gentil pardoner pardoner.
0,2,"of rouncival, his freend and his compeer, "
0,3,that streight was comen fro the court of rome.
0,4,"ful loude he song, 'com hider, love, to me.'"
0,5,"this somnour bar to him a stif burdoun,"
0,6,was never trompe of half so greet a soun.
0,7,"this pardoner hadde heer as yelow as wex, "
0,8,"but smothe it heng, as dooth a strike of flex;"
0,9,"by ounces henge his lokkes that he hadde,"
0,10,and ther-with he his shuldres overspradde; 
0,11,"but thinne it lay, by colpons oon and oon;"
0,12,"but hood, for iolitee, ne wered he noon, "
0,13,for it was trussed up in his walet.
0,14,"him thoughte, he rood al of the newe iet;"
0,15,"dischevele, save his cappe, he rood al bare."
0,16,swiche glaringe eyen hadde he as an hare.
0,17,a vernicle hadde he sowed on his cappe. 
0,18,"his walet lay biforn him in his lappe,"
0,19,bret-ful of pardoun come from rome al hoot.
0,20,a voys he hadde as smal as hath a goot. 
0,21,"no berd hadde he, ne never sholde have,"
0,22,as smothe it was as it were late y-shave; 
0,23,i trowe he were a gelding or a mare.
0,24,"but of his craft, fro berwik into ware,"
0,25,ne was ther swich another pardoner.
0,26,"for in his male he hadde a pilwe-beer,"
0,27,"which that, he seyde, was our lady veyl: "
0,28,"he seyde, he hadde a gobet of the seyl"
0,29,"that sëynt peter hadde, whan that he wente"
0,30,"up-on the see, til iesu crist him hente. "
0,31,"he hadde a croys of latoun, ful of stones,"
0,32,and in a glas he hadde pigges bones. 
0,33,"but with thise relikes, whan that he fond"
0,34,"a povre person dwelling up-on lond,"
0,35,up-on a day he gat him more moneye
0,36,than that the person gat in monthes tweye.
0,37,"and thus, with feyned flaterye and iapes, "
0,38,he made the person and the peple his apes.
0,39,"but trewely to tellen, atte laste,"
0,40,he was in chirche a noble ecclesiaste. 
0,41,"wel coude he rede a lessoun or a storie,"
0,42,but alderbest he song an offertorie; 
0,43,"for wel he wiste, whan that song was songe,"
0,44,"he moste preche, and wel affyle his tonge,"
0,45,"to winne silver, as he ful wel coude;"
0,46,therefore he song so meriely and loude.
0,0,
0,1,"now have i told you shortly, in a clause, "
0,2,"thestat, tharray, the nombre, and eek the cause"
0,3,why that assembled was this companye
0,4,"in southwerk, at this gentil hostelrye, "
0,5,"that highte the tabard, faste by the belle."
0,6,but now is tyme to yow for to telle 
0,7,"how that we baren us that ilke night,"
0,8,whan we were in that hostelrye alight.
0,9,"and after wol i telle of our viage,"
0,10,and al the remenaunt of our pilgrimage.
0,11,"but first i pray yow, of your curteisye, "
0,12,"that ye narette it nat my vileinye,"
0,13,"thogh that i pleynly speke in this matere,"
0,14,to telle yow hir wordes and hir chere; 
0,15,ne thogh i speke hir wordes properly.
0,16,"for this ye knowen al-so wel as i, "
0,17,"who-so shal telle a tale after a man,"
0,18,"he moot reherce, as ny as ever he can,"
0,19,"everich a word, if it be in his charge,"
0,20,al speke he never so rudeliche and large;
0,21,"or elles he moot telle his tale untrewe, "
0,22,"or feyne thing, or finde wordes newe."
0,23,"he may nat spare, al-thogh he were his brother;"
0,24,he moot as wel seye o word as another. 
0,25,"crist spak him-self ful brode in holy writ,"
0,26,"and wel ye woot, no vileinye is it. "
0,27,"eek plato seith, who-so that can him rede,"
0,28,the wordes mote be cosin to the dede.
0,29,"also i prey yow to foryeve it me,"
0,30,al have i nat set folk in hir degree
0,31,"here in this tale, as that they sholde stonde; "
0,32,"my wit is short, ye may wel understonde."
0,0,
0,1,"greet chere made our hoste us everichon,"
0,2,and to the soper sette he us anon; 
0,3,and served us with vitaille at the beste.
0,4,"strong was the wyn, and wel to drinke us leste. "
0,5,a semely man our hoste was with-alle
0,6,for to han been a marshal in an halle;
0,7,"a large man he was with eyen stepe,"
0,8,a fairer burgeys is ther noon in chepe:
0,9,"bold of his speche, and wys, and wel y-taught, "
0,10,and of manhod him lakkede right naught.
0,11,"eek therto he was right a mery man,"
0,12,"and after soper pleyen he bigan, "
0,13,"and spak of mirthe amonges othere thinges,"
0,14,whan that we hadde maad our rekeninges; 
0,15,"and seyde thus: 'now, lordinges, trewely,"
0,16,ye been to me right welcome hertely:
0,17,"for by my trouthe, if that i shal nat lye,"
0,18,i ne saugh this yeer so mery a companye
0,19,at ones in this herberwe as is now. 
0,20,"fayn wolde i doon yow mirthe, wiste i how."
0,21,"and of a mirthe i am right now bithoght,"
0,22,"to doon yow ese, and it shal coste noght. "
0,0,
0,1,"ye goon to caunterbury; god yow spede,"
0,2,the blisful martir quyte yow your mede. 
0,3,"and wel i woot, as ye goon by the weye,"
0,4,ye shapen yow to talen and to pleye;
0,5,"for trewely, confort ne mirthe is noon"
0,6,to ryde by the weye doumb as a stoon;
0,7,"and therfore wol i maken yow disport, "
0,8,"as i seyde erst, and doon yow som confort."
0,9,"and if yow lyketh alle, by oon assent,"
0,10,"now for to stonden at my iugement, "
0,11,"and for to werken as i shal yow seye,"
0,12,"to-morwe, whan ye ryden by the weye, "
0,13,"now, by my fader soule, that is deed,"
0,14,"but ye be merye, i wol yeve yow myn heed."
0,15,"hold up your hond, withouten more speche.'"
0,0,
0,1,our counseil was nat longe for to seche;
0,2,"us thoughte it was noght worth to make it wys, "
0,3,"and graunted him withouten more avys,"
0,4,"and bad him seye his verdit, as him leste."
0,0,
0,1,"'lordinges,' quod he, 'now herkneth for the beste; "
0,2,"but tak it not, i prey yow, in desdeyn;"
0,3,"this is the poynt, to speken short and pleyn, "
0,4,"that ech of yow, to shorte with your weye,"
0,5,"in this viage, shal telle tales tweye,"
0,6,"to caunterbury-ward, i mene it so,"
0,7,"and hom-ward he shal tellen othere two,"
0,8,of aventures that whylom han bifalle. 
0,9,"and which of yow that bereth him best of alle,"
0,10,"that is to seyn, that telleth in this cas"
0,11,"tales of best sentence and most solas, "
0,12,shal have a soper at our aller cost
0,13,"here in this place, sitting by this post, "
0,14,whan that we come agayn fro caunterbury.
0,15,"and for to make yow the more mery,"
0,16,"i wol my-selven gladly with yow ryde,"
0,17,"right at myn owne cost, and be your gyde."
0,18,and who-so wol my iugement withseye 
0,19,shal paye al that we spenden by the weye.
0,20,"and if ye vouche-sauf that it be so,"
0,21,"tel me anon, with-outen wordes mo, "
0,22,and i wol erly shape me therfore.'
0,0,
0,1,"this thing was graunted, and our othes swore "
0,2,"with ful glad herte, and preyden him also"
0,3,"that he wold vouche-sauf for to do so,"
0,4,"and that he wolde been our governour,"
0,5,"and of our tales iuge and reportour,"
0,6,and sette a soper at a certeyn prys; 
0,7,"and we wold reuled been at his devys,"
0,8,"in heigh and lowe; and thus, by oon assent,"
0,9,we been acorded to his iugement. 
0,10,and ther-up-on the wyn was fet anon;
0,11,"we dronken, and to reste wente echon, "
0,12,with-outen any lenger taryinge.
0,0,
0,1,"a-morwe, whan that day bigan to springe,"
0,2,"up roos our host, and was our aller cok,"
0,3,"and gadrede us togidre, alle in a flok,"
0,4,"and forth we riden, a litel more than pas, "
0,5,un-to the watering of seint thomas.
0,6,"and there our host bigan his hors areste,"
0,7,"and seyde; 'lordinges, herkneth, if yow leste. "
0,8,"ye woot your forward, and i it yow recorde."
0,9,"if even-song and morwe-song acorde, "
0,10,lat se now who shal telle the firste tale.
0,11,"as ever mote i drinke wyn or ale,"
0,12,who-so be rebel to my iugement
0,13,shal paye for al that by the weye is spent.
0,14,"now draweth cut, er that we ferrer twinne; "
0,15,he which that hath the shortest shal biginne.
0,16,"sire knight,' quod he, 'my maister and my lord,"
0,17,"now draweth cut, for that is myn acord. "
0,18,"cometh neer,' quod he, 'my lady prioresse;"
0,19,"and ye, sir clerk, lat be your shamfastnesse, "
0,20,"ne studieth noght; ley hond to, every man.'"
0,0,
0,1,"anon to drawen every wight bigan,"
0,2,"and shortly for to tellen, as it was,"
0,3,"were it by aventure, or sort, or cas,"
0,4,"the sothe is this, the cut fil to the knight, "
0,5,of which ful blythe and glad was every wight;
0,6,"and telle he moste his tale, as was resoun,"
0,7,"by forward and by composicioun, "
0,8,as ye han herd; what nedeth wordes mo?
0,9,"and whan this gode man saugh it was so, "
0,10,as he that wys was and obedient
0,11,"to kepe his forward by his free assent,"
0,12,"he seyde: 'sin i shal biginne the game,"
0,13,"what, welcome be the cut, a goddes name!"
0,14,"now lat us ryde, and herkneth what i seye.' "
0,0,
0,1,and with that word we riden forth our weye;
0,2,and he bigan with right a mery chere
0,3,"his tale anon, and seyde in this manere. "
1,0,
1,1,"whylom, as olde stories tellen us,"
1,2,ther was a duk that highte theseus; 
1,3,"of athenes he was lord and governour,"
1,4,"and in his tyme swich a conquerour,"
1,5,that gretter was ther noon under the sonne.
1,6,ful many a riche contree hadde he wonne;
1,7,"what with his wisdom and his chivalrye, "
1,8,"he conquered al the regne of femenye,"
1,9,that whylom was y-cleped scithia;
1,10,"and weddede the quene ipolita, "
1,11,and broghte hir hoom with him in his contree
1,12,"with muchel glorie and greet solempnitee, "
1,13,and eek hir yonge suster emelye.
1,14,and thus with victorie and with melodye
1,15,"lete i this noble duk to athenes ryde,"
1,16,"and al his hoost, in armes, him bisyde."
1,0,
1,1,"and certes, if it nere to long to here, "
1,2,"i wolde han told yow fully the manere,"
1,3,how wonnen was the regne of femenye
1,4,"by theseus, and by his chivalrye; "
1,5,and of the grete bataille for the nones
1,6,bitwixen athenës and amazones; 
1,7,"and how asseged was ipolita,"
1,8,the faire hardy quene of scithia;
1,9,"and of the feste that was at hir weddinge,"
1,10,and of the tempest at hir hoom-cominge;
1,11,but al that thing i moot as now forbere. 
1,12,"i have, god woot, a large feeld to ere,"
1,13,and wayke been the oxen in my plough.
1,14,the remenant of the tale is long y-nough. 
1,15,i wol nat letten eek noon of this route;
1,16,"lat every felawe telle his tale aboute, "
1,17,and lat see now who shal the soper winne;
1,18,"and ther i lefte, i wol ageyn biginne."
1,0,
1,1,"this duk, of whom i make mencioun,"
1,2,"when he was come almost unto the toun,"
1,3,"in al his wele and in his moste pryde, "
1,4,"he was war, as he caste his eye asyde,"
1,5,wher that ther kneled in the hye weye
1,6,"a companye of ladies, tweye and tweye, "
1,7,"ech after other, clad in clothes blake;"
1,8,"but swich a cry and swich a wo they make, "
1,9,"that in this world nis creature livinge,"
1,10,that herde swich another weymentinge;
1,11,"and of this cry they nolde never stenten,"
1,12,til they the reynes of his brydel henten.
1,0,
1,1,"'what folk ben ye, that at myn hoom-cominge "
1,2,perturben so my feste with cryinge?'
1,3,"quod theseus, 'have ye so greet envye"
1,4,"of myn honour, that thus compleyne and crye? "
1,5,"or who hath yow misboden, or offended?"
1,6,and telleth me if it may been amended; 
1,7,and why that ye ben clothed thus in blak?'
1,0,
1,1,"the eldest lady of hem alle spak,"
1,2,"when she hadde swowned with a deedly chere,"
1,3,"that it was routhe for to seen and here,"
1,4,"and seyde: 'lord, to whom fortune hath yiven "
1,5,"victorie, and as a conquerour to liven,"
1,6,noght greveth us your glorie and your honour;
1,7,but we biseken mercy and socour. 
1,8,have mercy on our wo and our distresse.
1,9,"som drope of pitee, thurgh thy gentillesse, "
1,10,up-on us wrecched wommen lat thou falle.
1,11,"for certes, lord, ther nis noon of us alle,"
1,12,that she nath been a duchesse or a quene;
1,13,"now be we caitifs, as it is wel sene:"
1,14,"thanked be fortune, and hir false wheel, "
1,15,that noon estat assureth to be weel.
1,16,"and certes, lord, to abyden your presence,"
1,17,here in the temple of the goddesse clemence 
1,18,we han ben waytinge al this fourtenight;
1,19,"now help us, lord, sith it is in thy might. "
1,0,
1,1,"i wrecche, which that wepe and waille thus,"
1,2,"was whylom wyf to king capaneus,"
1,3,"that starf at thebes, cursed be that day!"
1,4,"and alle we, that been in this array,"
1,5,"and maken al this lamentacioun, "
1,6,"we losten alle our housbondes at that toun,"
1,7,whyl that the sege ther-aboute lay.
1,8,"and yet now the olde creon, weylaway! "
1,9,"that lord is now of thebes the citee,"
1,10,"fulfild of ire and of iniquitee, "
1,11,"he, for despyt, and for his tirannye,"
1,12,"to do the dede bodyes vileinye,"
1,13,"of alle our lordes, whiche that ben slawe,"
1,14,"hath alle the bodyes on an heep y-drawe,"
1,15,"and wol nat suffren hem, by noon assent, "
1,16,"neither to been y-buried nor y-brent,"
1,17,but maketh houndes ete hem in despyt.'
1,18,"and with that word, with-outen more respyt, "
