idx,textstring
0.27.45,as greet as it were for an alestake
0.27.46,a bokeler hadde he maad him of a cake
0.28.1,with him ther rood a gentil pardoner pardoner
0.28.2,of rouncival his freend and his compeer
0.28.3,that streight was comen fro the court of rome
0.28.4,ful loude he song com hider love to me
0.28.5,this somnour bar to him a stif burdoun
0.28.6,was never trompe of half so greet a soun
0.28.7,this pardoner hadde heer as yelow as wex
0.28.8,but smothe it heng as dooth a strike of flex
0.28.9,by ounces henge his lokkes that he hadde
0.28.10,and therwith he his shuldres overspradde
0.28.11,but thinne it lay by colpons oon and oon
0.28.12,but hood for iolitee ne wered he noon
0.28.13,for it was trussed up in his walet
0.28.14,him thoughte he rood al of the newe iet
0.28.15,dischevele save his cappe he rood al bare
0.28.16,swiche glaringe eyen hadde he as an hare
0.28.17,a vernicle hadde he sowed on his cappe
0.28.18,his walet lay biforn him in his lappe
0.28.19,bretful of pardoun come from rome al hoot
0.28.20,a voys he hadde as smal as hath a goot
0.28.21,no berd hadde he ne never sholde have
0.28.22,as smothe it was as it were late yshave
0.28.23,i trowe he were a gelding or a mare
0.28.24,but of his craft fro berwik into ware
0.28.25,ne was ther swich another pardoner
0.28.26,for in his male he hadde a pilwebeer
0.28.27,which that he seyde was our lady veyl
0.28.28,he seyde he hadde a gobet of the seyl
0.28.29,that seynt peter hadde whan that he wente
0.28.30,upon the see til iesu crist him hente
0.28.31,he hadde a croys of latoun ful of stones
0.28.32,and in a glas he hadde pigges bones
0.28.33,but with thise relikes whan that he fond
0.28.34,a povre person dwelling upon lond
0.28.35,upon a day he gat him more moneye
0.28.36,than that the person gat in monthes tweye
0.28.37,and thus with feyned flaterye and iapes
0.28.38,he made the person and the peple his apes
0.28.39,but trewely to tellen atte laste
0.28.40,he was in chirche a noble ecclesiaste
0.28.41,wel coude he rede a lessoun or a storie
0.28.42,but alderbest he song an offertorie
0.28.43,for wel he wiste whan that song was songe
0.28.44,he moste preche and wel affyle his tonge
0.28.45,to winne silver as he ful wel coude
0.28.46,therefore he song so meriely and loude
0.29.1,now have i told you shortly in a clause
0.29.2,thestat tharray the nombre and eek the cause
0.29.3,why that assembled was this companye
0.29.4,in southwerk at this gentil hostelrye
0.29.5,that highte the tabard faste by the belle
0.29.6,but now is tyme to yow for to telle
0.29.7,how that we baren us that ilke night
0.29.8,whan we were in that hostelrye alight
0.29.9,and after wol i telle of our viage
0.29.10,and al the remenaunt of our pilgrimage
0.29.11,but first i pray yow of your curteisye
0.29.12,that ye narette it nat my vileinye
0.29.13,thogh that i pleynly speke in this matere
0.29.14,to telle yow hir wordes and hir chere
0.29.15,ne thogh i speke hir wordes properly
0.29.16,for this ye knowen also wel as i
0.29.17,whoso shal telle a tale after a man
0.29.18,he moot reherce as ny as ever he can
0.29.19,everich a word if it be in his charge
0.29.20,al speke he never so rudeliche and large
0.29.21,or elles he moot telle his tale untrewe
0.29.22,or feyne thing or finde wordes newe
0.29.23,he may nat spare althogh he were his brother
0.29.24,he moot as wel seye o word as another
0.29.25,crist spak himself ful brode in holy writ
0.29.26,and wel ye woot no vileinye is it
0.29.27,eek plato seith whoso that can him rede
0.29.28,the wordes mote be cosin to the dede
0.29.29,also i prey yow to foryeve it me
0.29.30,al have i nat set folk in hir degree
0.29.31,here in this tale as that they sholde stonde
0.29.32,my wit is short ye may wel understonde
0.30.1,greet chere made our hoste us everichon
0.30.2,and to the soper sette he us anon
0.30.3,and served us with vitaille at the beste
0.30.4,strong was the wyn and wel to drinke us leste
0.30.5,a semely man our hoste was withalle
0.30.6,for to han been a marshal in an halle
0.30.7,a large man he was with eyen stepe
0.30.8,a fairer burgeys is ther noon in chepe
0.30.9,bold of his speche and wys and wel ytaught
0.30.10,and of manhod him lakkede right naught
0.30.11,eek therto he was right a mery man
0.30.12,and after soper pleyen he bigan
0.30.13,and spak of mirthe amonges othere thinges
0.30.14,whan that we hadde maad our rekeninges
0.30.15,and seyde thus now lordinges trewely
0.30.16,ye been to me right welcome hertely
0.30.17,for by my trouthe if that i shal nat lye
0.30.18,i ne saugh this yeer so mery a companye
0.30.19,at ones in this herberwe as is now
0.30.20,fayn wolde i doon yow mirthe wiste i how
0.30.21,and of a mirthe i am right now bithoght
0.30.22,to doon yow ese and it shal coste noght
0.31.1,ye goon to caunterbury god yow spede
0.31.2,the blisful martir quyte yow your mede
0.31.3,and wel i woot as ye goon by the weye
0.31.4,ye shapen yow to talen and to pleye
0.31.5,for trewely confort ne mirthe is noon
0.31.6,to ryde by the weye doumb as a stoon
0.31.7,and therfore wol i maken yow disport
0.31.8,as i seyde erst and doon yow som confort
0.31.9,and if yow lyketh alle by oon assent
0.31.10,now for to stonden at my iugement
0.31.11,and for to werken as i shal yow seye
0.31.12,tomorwe whan ye ryden by the weye
0.31.13,now by my fader soule that is deed
0.31.14,but ye be merye i wol yeve yow myn heed
0.31.15,hold up your hond withouten more speche
0.32.1,our counseil was nat longe for to seche
0.32.2,us thoughte it was noght worth to make it wys
0.32.3,and graunted him withouten more avys
0.32.4,and bad him seye his verdit as him leste
0.33.1,lordinges quod he now herkneth for the beste
0.33.2,but tak it not i prey yow in desdeyn
0.33.3,this is the poynt to speken short and pleyn
0.33.4,that ech of yow to shorte with your weye
0.33.5,in this viage shal telle tales tweye
0.33.6,to caunterburyward i mene it so
0.33.7,and homward he shal tellen othere two
0.33.8,of aventures that whylom han bifalle
0.33.9,and which of yow that bereth him best of alle
0.33.10,that is to seyn that telleth in this cas
0.33.11,tales of best sentence and most solas
0.33.12,shal have a soper at our aller cost
0.33.13,here in this place sitting by this post
0.33.14,whan that we come agayn fro caunterbury
0.33.15,and for to make yow the more mery
0.33.16,i wol myselven gladly with yow ryde
0.33.17,right at myn owne cost and be your gyde
0.33.18,and whoso wol my iugement withseye
0.33.19,shal paye al that we spenden by the weye
0.33.20,and if ye vouchesauf that it be so
0.33.21,tel me anon withouten wordes mo
0.33.22,and i wol erly shape me therfore
0.34.1,this thing was graunted and our othes swore
0.34.2,with ful glad herte and preyden him also
0.34.3,that he wold vouchesauf for to do so
0.34.4,and that he wolde been our governour
0.34.5,and of our tales iuge and reportour
0.34.6,and sette a soper at a certeyn prys
0.34.7,and we wold reuled been at his devys
0.34.8,in heigh and lowe and thus by oon assent
0.34.9,we been acorded to his iugement
0.34.10,and therupon the wyn was fet anon
0.34.11,we dronken and to reste wente echon
0.34.12,withouten any lenger taryinge
0.35.1,amorwe whan that day bigan to springe
0.35.2,up roos our host and was our aller cok
0.35.3,and gadrede us togidre alle in a flok
0.35.4,and forth we riden a litel more than pas
0.35.5,unto the watering of seint thomas
0.35.6,and there our host bigan his hors areste
0.35.7,and seyde lordinges herkneth if yow leste
0.35.8,ye woot your forward and i it yow recorde
0.35.9,if evensong and morwesong acorde
0.35.10,lat se now who shal telle the firste tale
0.35.11,as ever mote i drinke wyn or ale
0.35.12,whoso be rebel to my iugement
0.35.13,shal paye for al that by the weye is spent
0.35.14,now draweth cut er that we ferrer twinne
0.35.15,he which that hath the shortest shal biginne
0.35.16,sire knight quod he my maister and my lord
0.35.17,now draweth cut for that is myn acord
0.35.18,cometh neer quod he my lady prioresse
0.35.19,and ye sir clerk lat be your shamfastnesse
0.35.20,ne studieth noght ley hond to every man
0.36.1,anon to drawen every wight bigan
0.36.2,and shortly for to tellen as it was
0.36.3,were it by aventure or sort or cas
0.36.4,the sothe is this the cut fil to the knight
0.36.5,of which ful blythe and glad was every wight
0.36.6,and telle he moste his tale as was resoun
0.36.7,by forward and by composicioun
0.36.8,as ye han herd what nedeth wordes mo
0.36.9,and whan this gode man saugh it was so
0.36.10,as he that wys was and obedient
0.36.11,to kepe his forward by his free assent
0.36.12,he seyde sin i shal biginne the game
0.36.13,what welcome be the cut a goddes name
0.36.14,now lat us ryde and herkneth what i seye
0.37.1,and with that word we riden forth our weye
0.37.2,and he bigan with right a mery chere
0.37.3,his tale anon and seyde in this manere
1.1.1,whylom as olde stories tellen us
1.1.2,ther was a duk that highte theseus
1.1.3,of athenes he was lord and governour
1.1.4,and in his tyme swich a conquerour
1.1.5,that gretter was ther noon under the sonne
1.1.6,ful many a riche contree hadde he wonne
1.1.7,what with his wisdom and his chivalrye
1.1.8,he conquered al the regne of femenye
1.1.9,that whylom was ycleped scithia
1.1.10,and weddede the quene ipolita
1.1.11,and broghte hir hoom with him in his contree
1.1.12,with muchel glorie and greet solempnitee
1.1.13,and eek hir yonge suster emelye
1.1.14,and thus with victorie and with melodye
1.1.15,lete i this noble duk to athenes ryde
1.1.16,and al his hoost in armes him bisyde
1.2.1,and certes if it nere to long to here
1.2.2,i wolde han told yow fully the manere
1.2.3,how wonnen was the regne of femenye
1.2.4,by theseus and by his chivalrye
1.2.5,and of the grete bataille for the nones
1.2.6,bitwixen athenes and amazones
1.2.7,and how asseged was ipolita
1.2.8,the faire hardy quene of scithia
1.2.9,and of the feste that was at hir weddinge
1.2.10,and of the tempest at hir hoomcominge
1.2.11,but al that thing i moot as now forbere
1.2.12,i have god woot a large feeld to ere
1.2.13,and wayke been the oxen in my plough
1.2.14,the remenant of the tale is long ynough
1.2.15,i wol nat letten eek noon of this route
1.2.16,lat every felawe telle his tale aboute
1.2.17,and lat see now who shal the soper winne
1.2.18,and ther i lefte i wol ageyn biginne
1.3.1,this duk of whom i make mencioun
1.3.2,when he was come almost unto the toun
1.3.3,in al his wele and in his moste pryde
1.3.4,he was war as he caste his eye asyde
1.3.5,wher that ther kneled in the hye weye
1.3.6,a companye of ladies tweye and tweye
1.3.7,ech after other clad in clothes blake
1.3.8,but swich a cry and swich a wo they make
1.3.9,that in this world nis creature livinge
1.3.10,that herde swich another weymentinge
1.3.11,and of this cry they nolde never stenten
1.3.12,til they the reynes of his brydel henten
1.4.1,what folk ben ye that at myn hoomcominge
1.4.2,perturben so my feste with cryinge
1.4.3,quod theseus have ye so greet envye
1.4.4,of myn honour that thus compleyne and crye
1.4.5,or who hath yow misboden or offended
1.4.6,and telleth me if it may been amended
1.4.7,and why that ye ben clothed thus in blak
1.5.1,the eldest lady of hem alle spak
1.5.2,when she hadde swowned with a deedly chere
1.5.3,that it was routhe for to seen and here
1.5.4,and seyde lord to whom fortune hath yiven
1.5.5,victorie and as a conquerour to liven
1.5.6,noght greveth us your glorie and your honour
1.5.7,but we biseken mercy and socour
1.5.8,have mercy on our wo and our distresse
1.5.9,som drope of pitee thurgh thy gentillesse
1.5.10,upon us wrecched wommen lat thou falle
1.5.11,for certes lord ther nis noon of us alle
1.5.12,that she nath been a duchesse or a quene
1.5.13,now be we caitifs as it is wel sene
1.5.14,thanked be fortune and hir false wheel
1.5.15,that noon estat assureth to be weel
1.5.16,and certes lord to abyden your presence
1.5.17,here in the temple of the goddesse clemence
1.5.18,we han ben waytinge al this fourtenight
1.5.19,now help us lord sith it is in thy might
1.6.1,i wrecche which that wepe and waille thus
1.6.2,was whylom wyf to king capaneus
1.6.3,that starf at thebes cursed be that day
1.6.4,and alle we that been in this array
1.6.5,and maken al this lamentacioun
1.6.6,we losten alle our housbondes at that toun
1.6.7,whyl that the sege theraboute lay
1.6.8,and yet now the olde creon weylaway
1.6.9,that lord is now of thebes the citee
1.6.10,fulfild of ire and of iniquitee
1.6.11,he for despyt and for his tirannye
1.6.12,to do the dede bodyes vileinye
1.6.13,of alle our lordes whiche that ben slawe
1.6.14,hath alle the bodyes on an heep ydrawe
1.6.15,and wol nat suffren hem by noon assent
1.6.16,neither to been yburied nor ybrent
1.6.17,but maketh houndes ete hem in despyt
1.6.18,and with that word withouten more respyt
1.6.19,they fillen gruf and cryden pitously
1.6.20,have on us wrecched wommen som mercy
1.6.21,and lat our sorwe sinken in thyn herte
1.7.1,this gentil duk doun from his courser sterte
1.7.2,with herte pitous whan he herde hem speke
1.7.3,him thoughte that his herte wolde breke
1.7.4,whan he saugh hem so pitous and so mat
1.7.5,that whylom weren of so greet estat
1.7.6,and in his armes he hem alle up hente
1.7.7,and hem conforteth in ful good entente
1.7.8,and swoor his ooth as he was trewe knight
1.7.9,he wolde doon so ferforthly his might
1.7.10,upon the tyraunt creon hem to wreke
1.7.11,that al the peple of grece sholde speke
1.7.12,how creon was of theseus yserved
1.7.13,as he that hadde his deeth ful wel deserved
1.7.14,and right anoon withouten more abood
1.7.15,his baner he desplayeth and forth rood
1.7.16,to thebesward and al his host bisyde
1.7.17,no neer athenes wolde he go ne ryde
1.7.18,ne take his ese fully half a day
1.7.19,but onward on his wey that night he lay
1.7.20,and sente anoon ipolita the quene
1.7.21,and emelye hir yonge suster shene
1.7.22,unto the toun of athenes to dwelle
1.7.23,and forth he rit ther nis namore to telle
1.8.1,the rede statue of mars with spere and targe
1.8.2,so shyneth in his whyte baner large
1.8.3,that alle the feeldes gliteren up and doun
1.8.4,and by his baner born is his penoun
1.8.5,of gold ful riche in which ther was ybete
1.8.6,the minotaur which that he slough in crete
